gene_id,gene_symbol,label
ENSG00000144749,LRIG1,1
ENSG00000254221,PCDHGB1,0
ENSG00000102081,FMR1,1
ENSG00000147596,PRDM14,1
ENSG00000074370,ATP2A3,1
ENSG00000172399,MYOZ2,1
ENSG00000164197,RNF180,0
ENSG00000112996,MRPS30,1
ENSG00000188404,SELL,1
ENSG00000184384,MAML2,1
ENSG00000160563,MED27,1
ENSG00000175575,PAAF1,0
ENSG00000276950,GSTT4,0
ENSG00000144406,UNC80,0
ENSG00000215817,ZC3H11B,1
ENSG00000166340,TPP1,0
ENSG00000175745,NR2F1,1
ENSG00000164403,SHROOM1,0
ENSG00000170035,UBE2E3,1
ENSG00000110077,MS4A6A,0
ENSG00000154370,TRIM11,0
ENSG00000158816,VWA5B1,1
ENSG00000183682,BMP8A,1
ENSG00000123200,ZC3H13,1
ENSG00000101084,RAB5IF,0
ENSG00000138435,CHRNA1,0
ENSG00000136950,ARPC5L,0
ENSG00000143772,ITPKB,0
ENSG00000228672,PROB1,0
ENSG00000136159,NUDT15,0
ENSG00000169344,UMOD,1
ENSG00000007171,NOS2,1
ENSG00000285814,FAM90A14,0
ENSG00000172339,ALG14,0
ENSG00000064726,BTBD1,1
ENSG00000188352,FOCAD,1
ENSG00000264006,AKR1C8,0
ENSG00000118946,PCDH17,1
ENSG00000090621,PABPC4,1
ENSG00000088930,XRN2,0
ENSG00000126464,PRR12,0
ENSG00000126266,FFAR1,1
ENSG00000131242,RAB11FIP4,1
ENSG00000134153,EMC7,0
ENSG00000108506,INTS2,0
ENSG00000118156,ZNF541,0
ENSG00000133640,LRRIQ1,0
ENSG00000157150,TIMP4,1
ENSG00000166603,MC4R,1
ENSG00000169744,LDB2,1
ENSG00000176222,ZNF404,0
ENSG00000138769,CDKL2,1
ENSG00000176697,BDNF,1
ENSG00000171056,SOX7,1
ENSG00000079308,TNS1,1
ENSG00000178796,RIIAD1,0
ENSG00000215252,GOLGA8B,0
ENSG00000139151,PLCZ1,0
ENSG00000205356,TECPR1,1
ENSG00000119772,DNMT3A,1
ENSG00000172594,SMPDL3A,0
ENSG00000187017,ESPN,0
ENSG00000254535,PABPC4L,0
ENSG00000151233,GXYLT1,0
ENSG00000243509,TNFRSF6B,1
ENSG00000158805,ZNF276,1
ENSG00000100344,PNPLA3,1
ENSG00000120333,MRPS14,0
ENSG00000176155,CCDC57,0
ENSG00000265817,FSBP,0
ENSG00000176809,LRRC37A3,0
ENSG00000160803,UBQLN4,0
ENSG00000163811,WDR43,0
ENSG00000181192,DHTKD1,1
ENSG00000157837,SPPL3,1
ENSG00000182732,RGS6,1
ENSG00000197134,ZNF257,1
ENSG00000152969,JAKMIP1,1
ENSG00000118432,CNR1,1
ENSG00000131725,WDR44,0
ENSG00000184371,CSF1,1
ENSG00000128731,HERC2,0
ENSG00000155657,TTN,1
ENSG00000238243,OR2W3,0
ENSG00000154556,SORBS2,1
ENSG00000137764,MAP2K5,1
ENSG00000165323,FAT3,1
ENSG00000140836,ZFHX3,1
ENSG00000087589,CASS4,0
ENSG00000162069,BICDL2,0
ENSG00000233132,FAM90A3,0
ENSG00000165626,BEND7,1
ENSG00000185305,ARL15,1
ENSG00000101247,NDUFAF5,0
ENSG00000177311,ZBTB38,1
ENSG00000133247,KMT5C,0
ENSG00000030066,NUP160,1
ENSG00000188112,C6orf132,0
ENSG00000137571,SLCO5A1,0
ENSG00000168393,DTYMK,0
ENSG00000113360,DROSHA,0
ENSG00000169925,BRD3,1
ENSG00000106511,MEOX2,1
ENSG00000077684,JADE1,0
ENSG00000079432,CIC,0
ENSG00000079739,PGM1,1
ENSG00000081138,CDH7,1
ENSG00000151612,ZNF827,0
ENSG00000110871,COQ5,0
ENSG00000159267,HLCS,0
ENSG00000165029,ABCA1,1
ENSG00000178338,ZNF354B,0
ENSG00000070444,MNT,1
ENSG00000108669,CYTH1,1
ENSG00000183530,PRR14L,1
ENSG00000146267,FAXC,0
ENSG00000016602,CLCA4,0
ENSG00000109670,FBXW7,1
ENSG00000188305,PEAK3,0
ENSG00000100350,FOXRED2,0
ENSG00000166035,LIPC,1
ENSG00000216588,IGSF23,0
ENSG00000120690,ELF1,1
ENSG00000187612,OR5W2,0
ENSG00000107443,CCNJ,0
ENSG00000104447,TRPS1,1
ENSG00000074657,ZNF532,0
ENSG00000100078,PLA2G3,0
ENSG00000092978,GPATCH2,0
ENSG00000135862,LAMC1,1
ENSG00000068831,RASGRP2,0
ENSG00000168418,KCNG4,0
ENSG00000161944,ASGR2,0
ENSG00000095587,TLL2,0
ENSG00000165392,WRN,1
ENSG00000253250,C8orf88,0
ENSG00000120278,PLEKHG1,1
ENSG00000080293,SCTR,1
ENSG00000151917,BEND6,0
ENSG00000149716,LTO1,1
ENSG00000135253,KCP,0
ENSG00000016082,ISL1,1
ENSG00000132259,CNGA4,0
ENSG00000105722,ERF,0
ENSG00000168528,SERINC2,0
ENSG00000069018,TRPC7,0
ENSG00000182180,MRPS16,0
ENSG00000184144,CNTN2,1
ENSG00000135540,NHSL1,1
ENSG00000100413,POLR3H,0
ENSG00000122679,RAMP3,1
ENSG00000175105,ZNF654,1
ENSG00000137269,LRRC1,1
ENSG00000134443,GRP,1
ENSG00000146166,LGSN,1
ENSG00000134697,GNL2,0
ENSG00000166965,RCCD1,1
ENSG00000278259,MYO19,1
ENSG00000141564,RPTOR,1
ENSG00000090316,MAEA,1
ENSG00000166224,SGPL1,1
ENSG00000160185,UBASH3A,1
ENSG00000135426,TESPA1,0
ENSG00000135837,CEP350,0
ENSG00000154359,LONRF1,1
ENSG00000134962,KLB,1
ENSG00000196277,GRM7,0
ENSG00000074755,ZZEF1,1
ENSG00000023516,AKAP11,0
ENSG00000101384,JAG1,1
ENSG00000050767,COL23A1,0
ENSG00000115267,IFIH1,1
ENSG00000155749,FLACC1,0
ENSG00000187391,MAGI2,1
ENSG00000122068,FYTTD1,0
ENSG00000136231,IGF2BP3,1
ENSG00000166317,SYNPO2L,0
ENSG00000187003,ACTL7A,0
ENSG00000214279,SCART1,0
ENSG00000106689,LHX2,1
ENSG00000108091,CCDC6,0
ENSG00000154415,PPP1R3A,1
ENSG00000143340,FAM163A,0
ENSG00000132205,EMILIN2,1
ENSG00000140983,RHOT2,0
ENSG00000172575,RASGRP1,1
ENSG00000184933,OR6A2,0
ENSG00000112773,TENT5A,0
ENSG00000063169,BICRA,0
ENSG00000136444,RSAD1,0
ENSG00000115020,PIKFYVE,0
ENSG00000198131,ZNF544,0
ENSG00000129450,SIGLEC9,0
ENSG00000198853,RUSC2,0
ENSG00000221955,SLC12A8,1
ENSG00000134758,RNF138,1
ENSG00000138336,TET1,1
ENSG00000166073,GPR176,1
ENSG00000196505,GDAP2,0
ENSG00000145996,CDKAL1,1
ENSG00000185633,COXFA4L2,1
ENSG00000074211,PPP2R2C,1
ENSG00000139364,TMEM132B,1
ENSG00000153707,PTPRD,1
ENSG00000102893,PHKB,0
ENSG00000101901,ALG13,0
ENSG00000163581,SLC2A2,1
ENSG00000055163,CYFIP2,0
ENSG00000164002,EXO5,0
ENSG00000041353,RAB27B,0
ENSG00000141314,RHBDL3,0
ENSG00000175164,ABO,1
ENSG00000188674,C2orf80,0
ENSG00000215644,GCGR,1
ENSG00000100426,ZBED4,0
ENSG00000198369,SPRED2,1
ENSG00000103932,RPAP1,1
ENSG00000189139,FSCB,0
ENSG00000105568,PPP2R1A,0
ENSG00000253731,PCDHGA6,0
ENSG00000091157,WDR7,1
ENSG00000147123,NDUFB11,1
ENSG00000186635,ARAP1,1
ENSG00000132329,RAMP1,1
ENSG00000132275,RRP8,0
ENSG00000164037,SLC9B1,1
ENSG00000075643,MOCOS,0
ENSG00000116260,QSOX1,0
ENSG00000132170,PPARG,1
ENSG00000135100,HNF1A,1
ENSG00000065518,NDUFB4,1
ENSG00000172867,KRT2,0
ENSG00000163319,MRPS18C,0
ENSG00000105397,TYK2,1
ENSG00000143126,CELSR2,1
ENSG00000154832,CXXC1,0
ENSG00000113231,PDE8B,1
ENSG00000162676,GFI1,1
ENSG00000162992,NEUROD1,1
ENSG00000112530,PACRG,1
ENSG00000186951,PPARA,1
ENSG00000184999,SLC22A10,0
ENSG00000109390,NDUFC1,1
ENSG00000152214,RIT2,1
ENSG00000257335,MGAM,1
ENSG00000119333,DYNC2I2,0
ENSG00000267680,ZNF224,0
ENSG00000149294,NCAM1,1
ENSG00000145725,PPIP5K2,1
ENSG00000167825,OR5I1,0
ENSG00000070915,SLC12A3,1
ENSG00000196739,COL27A1,1
ENSG00000155858,LSM11,0
ENSG00000156802,ATAD2,0
ENSG00000158864,NDUFS2,1
ENSG00000188452,CERKL,1
ENSG00000162377,COA7,0
ENSG00000158786,PLA2G2F,1
ENSG00000104154,SLC30A4,0
ENSG00000079689,SCGN,1
ENSG00000205129,CFAP96,0
ENSG00000187416,LHFPL3,1
ENSG00000172995,ARPP21,1
ENSG00000126246,IGFLR1,0
ENSG00000129646,QRICH2,0
