gene_id,gene_symbol,true_label,Protein_only_ProtBERT_SW_score,Genomic_only_K3K4Basic_score,Multimodal_handcrafted_score,Multimodal_DNABERT2_score,gene_symbol_upper,Protein_only_ProtBERT_SW_pred_0p5,Protein_only_ProtBERT_SW_error_0p5,Genomic_only_K3K4Basic_pred_0p5,Genomic_only_K3K4Basic_error_0p5,Multimodal_handcrafted_pred_0p5,Multimodal_handcrafted_error_0p5,Multimodal_DNABERT2_pred_0p5,Multimodal_DNABERT2_error_0p5,base_model,new_model,base_correct,new_correct,comparison_group,score_delta_new_minus_base
ENSG00000140382,HMG20A,1,0.7210084033387402,0.6259055061404777,0.7633351065492081,0.6699300473339831,HMG20A,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.051078356004757075
ENSG00000130254,SAFB2,0,0.3121952462967549,0.5772343206341001,0.4086627009643522,0.2778793121283129,SAFB2,0,TN,1,FP,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.034315934168441975
ENSG00000179148,ALOXE3,0,0.3675921834421772,0.4103243812540791,0.3281132749034082,0.4217577974828664,ALOXE3,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.0541656140406892
ENSG00000107864,CPEB3,1,0.7661177137379389,0.5,0.8088238798708142,0.7589953221781832,CPEB3,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.007122391559755692
ENSG00000139180,NDUFA9,1,0.6719458515667731,0.2825359407188951,0.5,0.6238498544753716,NDUFA9,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.048095997091401554
ENSG00000253250,C8orf88,0,0.2976863742793479,0.5,0.3839576339433313,0.3511711774291264,C8ORF88,0,TN,1,FP,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.05348480314977849
ENSG00000127324,TSPAN8,1,0.7098085810332487,0.4553565790161446,0.6138413580591598,0.5839066606207247,TSPAN8,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.12590192041252402
ENSG00000187676,B3GLCT,1,0.5382020885700669,0.6216446583852917,0.6005487039213376,0.6843501880923271,B3GLCT,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.14614809952226016
ENSG00000188869,TMC3,0,0.4126976443087717,0.4305312736375261,0.3683179905046825,0.4790091121959076,TMC3,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.06631146788713588
ENSG00000085978,ATG16L1,1,0.6227581185526999,0.4644016248606044,0.606896835045516,0.5240610834818067,ATG16L1,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.09869703507089322
ENSG00000126870,DYNC2I1,0,0.3815724916451071,0.6249472208231996,0.4241260387319419,0.3873605699320241,DYNC2I1,0,TN,1,FP,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.00578807828691702
ENSG00000145901,TNIP1,1,0.557140897484397,0.6007259072787161,0.5859856344438091,0.5663853933432288,TNIP1,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.009244495858831803
ENSG00000135723,FHOD1,0,0.3589075962131045,0.5715523970904285,0.3656500371714678,0.2351298751699761,FHOD1,0,TN,1,FP,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.12377772104312837
ENSG00000276644,DACH1,1,0.8358703199686011,0.6300870008676592,0.8412290765950956,0.8203526989445551,DACH1,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.015517621024045969
ENSG00000020256,ZFP64,1,0.6440021937165208,0.5718509845893069,0.6220479559754631,0.6517377323044764,ZFP64,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.007735538587955615
ENSG00000169515,CCDC8,0,0.1652618798806533,0.3433474957197397,0.1306459855050612,0.1867760806955121,CCDC8,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.021514200814858803
ENSG00000152804,HHEX,1,0.8146314466501844,0.546798505249759,0.7984341313288149,0.7532621177071895,HHEX,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.06136932894299485
ENSG00000119013,NDUFB3,1,0.7437261048534571,0.4686270967886557,0.7789488388876218,0.5697327806492395,NDUFB3,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.17399332420421765
ENSG00000096654,ZNF184,0,0.2602499988457747,0.5067206350034644,0.2402674994579293,0.2786599656497635,ZNF184,0,TN,1,FP,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.018409966803988764
ENSG00000064607,SUGP2,0,0.1754523173261256,0.4904969051988453,0.2803657282983178,0.3116438849261357,SUGP2,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.1361915676000101
ENSG00000169507,SLC38A11,1,0.7241444035560746,0.3519068869073386,0.5753530800777027,0.6757370179786072,SLC38A11,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.04840738557746738
ENSG00000197056,ZMYM1,0,0.1992066699803455,0.5215652807554046,0.2574583773432339,0.2476348622620576,ZMYM1,0,TN,1,FP,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.04842819228171211
ENSG00000076685,NT5C2,1,0.6863550598677957,0.5817822504333848,0.7101695813971901,0.7507782320045489,NT5C2,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.06442317213675319
ENSG00000121297,TSHZ3,1,0.5944586253976815,0.7445838847514926,0.8087109660330878,0.7118862553230415,TSHZ3,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.11742762992536004
ENSG00000090266,NDUFB2,1,0.788765825077766,0.5627674717972656,0.8311564412765862,0.7672387857513145,NDUFB2,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.021527039326451503
ENSG00000164151,ICE1,0,0.3017200108884774,0.456960382356733,0.4005535289802955,0.4132481817598987,ICE1,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.1115281708714213
ENSG00000170961,HAS2,1,0.7050000284987618,0.6134637802380921,0.6926870356303964,0.6863037033976672,HAS2,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.018696325101094535
ENSG00000149294,NCAM1,1,0.655843048283236,0.5188863743409287,0.627625604097991,0.6524197639846027,NCAM1,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.0034232842986333667
ENSG00000166317,SYNPO2L,0,0.2704185530308378,0.2664646031519916,0.1677291628618115,0.2249559928903975,SYNPO2L,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.045462560140440283
ENSG00000141219,MTNAP1,0,0.2664486896253426,0.4588063191882629,0.2936356442610358,0.3485830084440832,MTNAP1,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.08213431881874056
ENSG00000080293,SCTR,1,0.6259403257294182,0.4512777794046163,0.5794707907217341,0.6683362116685315,SCTR,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.042395885939113365
ENSG00000183648,NDUFB1,1,0.728368722503192,0.4637072583930864,0.7382476515948267,0.6809238029346082,NDUFB1,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.047444919568583765
ENSG00000125450,NUP85,0,0.3227174967255601,0.38029579287103,0.273575711140681,0.2963290358071806,NUP85,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.026388460918379486
ENSG00000100170,SLC5A1,1,0.6980409968960747,0.511767579202883,0.7723746163335174,0.6507516343860136,SLC5A1,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.047289362510061106
ENSG00000171105,INSR,1,0.780523276958573,0.6153709565053702,0.8175041195739547,0.8328189732305473,INSR,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.05229569627197428
ENSG00000173482,PTPRM,1,0.6970720281125927,0.672820273148984,0.7513796823688041,0.762734819486665,PTPRM,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.06566279137407227
ENSG00000149289,ZC3H12C,1,0.5906503856191894,0.7170140608339858,0.7547395751873887,0.7194396869658215,ZC3H12C,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.12878930134663213
ENSG00000033030,ZCCHC8,0,0.396464796287255,0.3700134683810673,0.2959023289906321,0.3554226376013604,ZCCHC8,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.041042158685894614
ENSG00000156675,RAB11FIP1,0,0.3707642603427159,0.407141073310008,0.3309840453715161,0.3524753986761441,RAB11FIP1,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.018288861666571843
ENSG00000152684,PELO,1,0.5615730344551675,0.5704991487357719,0.5268617823271178,0.6363701343053073,PELO,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.07479709985013983
ENSG00000101997,CCDC22,0,0.2453455866782956,0.4081709055523075,0.2168291415486017,0.1614814412109654,CCDC22,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.0838641454673302
ENSG00000140262,TCF12,1,0.7664150476478033,0.5898540680626604,0.7981763256656644,0.7730119278114099,TCF12,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.0065968801636066
ENSG00000016082,ISL1,1,0.7818201754895862,0.5336885121638116,0.7613900294916479,0.7142227772377027,ISL1,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.06759739825188349
ENSG00000043591,ADRB1,1,0.7390251134944681,0.7679715215804755,0.798947734996903,0.755584835675856,ADRB1,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.016559722181387904
ENSG00000167792,NDUFV1,1,0.7256688020464807,0.5076311046711647,0.8046324069688265,0.7828726253062582,NDUFV1,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.057203823259777575
ENSG00000267855,NDUFA7,1,0.7015943811762564,0.5213980916372646,0.7594340082755626,0.5870253232613809,NDUFA7,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.11456905791487548
ENSG00000177483,RBM44,0,0.4283017406373076,0.5,0.4050978378299768,0.4003030560694494,RBM44,0,TN,1,FP,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.0279986845678582
ENSG00000162992,NEUROD1,1,0.790309534530756,0.5,0.8184619691616912,0.7195274912875872,NEUROD1,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.07078204324316884
ENSG00000105559,PLEKHA4,0,0.3150390291730179,0.4795050419711292,0.2970246638667153,0.2637871833573647,PLEKHA4,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.05125184581565323
ENSG00000258890,CEP95,0,0.2450529818038354,0.5092263731303858,0.2660345962862341,0.1691907056078862,CEP95,0,TN,1,FP,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.07586227619594918
ENSG00000139515,PDX1,1,0.6704928840374214,0.5530613954350644,0.706994774909654,0.7017176946600953,PDX1,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.031224810622673904
ENSG00000125733,TRIP10,0,0.4621939531802918,0.5740460025243473,0.5146063192393596,0.4233840533047724,TRIP10,0,TN,1,FP,1,FP,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.038809899875519416
ENSG00000127334,DYRK2,1,0.733463050211349,0.7401626751697865,0.8058006136841755,0.8431757945136601,DYRK2,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.10971274430231104
ENSG00000157388,CACNA1D,1,0.7753502415268735,0.7038851731278976,0.7985175679877733,0.8603972774622827,CACNA1D,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.08504703593540919
ENSG00000074706,IPCEF1,0,0.4516675037571314,0.3284335701776831,0.2591103953097132,0.3170407214996674,IPCEF1,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.134626782257464
ENSG00000129347,KRI1,0,0.2055248090004446,0.5433895219716701,0.3025342058931356,0.2891733012801608,KRI1,0,TN,1,FP,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.08364849227971619
ENSG00000147684,NDUFB9,1,0.5312096055832799,0.4528170373726398,0.4617540004974393,0.5495356637188458,NDUFB9,1,TP,0,FN,0,FN,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.01832605813556587
ENSG00000184384,MAML2,1,0.7046388584718084,0.3688457417492163,0.657310174592018,0.6305278332231999,MAML2,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.07411102524860846
ENSG00000268940,CT45A1,0,0.3275863887509551,0.4613422070187142,0.3757212146547781,0.367146510102362,CT45A1,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.03956012135140691
ENSG00000145888,GLRA1,1,0.720266647651694,0.4241549693471551,0.6610908354813226,0.7234760845569406,GLRA1,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.0032094369052465543
ENSG00000079432,CIC,0,0.4193420804290829,0.4330691379188895,0.3782150295004484,0.2492679489637483,CIC,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.1700741314653346
ENSG00000156853,ZNF689,0,0.3871749610201457,0.3718956000428239,0.3448730092300143,0.2930056941336165,ZNF689,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.09416926688652921
ENSG00000118620,ZNF430,0,0.2326977743009927,0.3429804008062331,0.361037256141326,0.389851980427931,ZNF430,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.1571542061269383
ENSG00000181264,TLCD5,0,0.4326571201993101,0.4119142509757219,0.3134083223304534,0.4453532018312617,TLCD5,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.012696081631951628
ENSG00000187537,POTEG,0,0.2365065306333218,0.359053727503314,0.2471177089685904,0.2794047511668716,POTEG,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.042898220533549775
ENSG00000141665,FBXO15,0,0.2596310735585715,0.5809317249926618,0.3764760634564412,0.332974931898628,FBXO15,0,TN,1,FP,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.07334385834005647
ENSG00000053254,FOXN3,1,0.8225253082274956,0.7288032728357218,0.8846304866219546,0.871122934558494,FOXN3,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.0485976263309984
ENSG00000197635,DPP4,1,0.6669799997060443,0.6147061541331904,0.7289001790025025,0.6764723549333719,DPP4,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.009492355227327609
ENSG00000073792,IGF2BP2,1,0.7210828712733263,0.6679954840020974,0.7645275406386697,0.6880293477594035,IGF2BP2,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.03305352351392277
ENSG00000125970,RALY,1,0.7210935543473225,0.6116497319234155,0.7581183645267768,0.5347240735604998,RALY,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.1863694807868227
ENSG00000145284,SCD5,1,0.7148203152729276,0.5623600801340923,0.7419018457283405,0.74550104985935,SCD5,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.030680734586422398
