gene_id,gene_symbol,true_label,Protein_only_ProtBERT_SW_score,Genomic_only_K3K4Basic_score,Multimodal_handcrafted_score,Multimodal_DNABERT2_score,gene_symbol_upper,Protein_only_ProtBERT_SW_pred_0p5,Protein_only_ProtBERT_SW_error_0p5,Genomic_only_K3K4Basic_pred_0p5,Genomic_only_K3K4Basic_error_0p5,Multimodal_handcrafted_pred_0p5,Multimodal_handcrafted_error_0p5,Multimodal_DNABERT2_pred_0p5,Multimodal_DNABERT2_error_0p5,base_model,new_model,base_correct,new_correct,comparison_group,score_delta_new_minus_base
ENSG00000204634,TBC1D8,0,0.4754119650765518,0.5932964007789426,0.5756732709169257,0.6665457118064054,TBC1D8,0,TN,1,FP,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.09087244088947977
ENSG00000196275,GTF2IRD2,1,0.1723258319706425,0.4937657858914657,0.2781256581068179,0.3075191164980835,GTF2IRD2,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.029393458391265614
ENSG00000104833,TUBB4A,0,0.6433171489558301,0.5117516632901937,0.6917335303884182,0.7551807864181218,TUBB4A,1,FP,1,FP,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.06344725602970358
ENSG00000131778,CHD1L,1,0.507650847638342,0.5062107313472173,0.491878355609373,0.4676090789555841,CHD1L,1,TP,1,TP,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.024269276653788863
ENSG00000102984,ZNF821,0,0.5331349597733064,0.6693911013166249,0.6214777438411065,0.636189288041675,ZNF821,1,FP,1,FP,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.014711544200568416
ENSG00000105397,TYK2,1,0.3519966015391366,0.3590359112026682,0.2887996563899633,0.3083558413209941,TYK2,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.019556184931030784
ENSG00000164647,STEAP1,1,0.3144775656607241,0.5,0.3601672965241573,0.4360400451915383,STEAP1,0,FN,1,TP,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.07587274866738097
ENSG00000106331,PAX4,1,0.415382774138336,0.4305036016135232,0.3602237821137001,0.3924586860884377,PAX4,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.032234903974737605
ENSG00000134287,ARF3,0,0.5456235842427051,0.4271528863710541,0.6146360971514371,0.6411939119599236,ARF3,1,FP,0,TN,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.026557814808486513
ENSG00000173812,EIF1,0,0.5760415777435033,0.4196554961697013,0.6754763120048073,0.6618461752611466,EIF1,1,FP,0,TN,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.013630136743660648
ENSG00000116117,PARD3B,1,0.4294824204122368,0.5633864871694111,0.4135064896041046,0.4581328406183284,PARD3B,0,FN,1,TP,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.0446263510142238
ENSG00000196277,GRM7,0,0.758207195231175,0.5310755741155156,0.7320430512599632,0.6728857102283724,GRM7,1,FP,1,FP,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.05915734103159076
ENSG00000134480,CCNH,1,0.5850916648962325,0.3866756759867318,0.3591395737956879,0.4174370093530009,CCNH,1,TP,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.05829743555731298
ENSG00000143398,PIP5K1A,0,0.7942416238911033,0.2838886708446391,0.6618635980831303,0.6556340805504863,PIP5K1A,1,FP,0,TN,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.006229517532644002
ENSG00000166860,ZBTB39,0,0.5258529990760713,0.6616907745205256,0.5797769233006931,0.5696690363648093,ZBTB39,1,FP,1,FP,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.010107886935883825
ENSG00000118503,TNFAIP3,1,0.2640446821344858,0.4651128435424514,0.2988710962774951,0.4226708574025734,TNFAIP3,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.12379976112507829
ENSG00000128805,ARHGAP22,1,0.529745443367682,0.4456998046085486,0.4356540888732596,0.4400442628996006,ARHGAP22,1,TP,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.004390174026340954
ENSG00000002822,MAD1L1,1,0.2273984554826092,0.5259329864333504,0.2346142081425113,0.23721598997605,MAD1L1,0,FN,1,TP,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.0026017818335387077
ENSG00000140153,WDR20,0,0.6877017481938463,0.5333506761291238,0.6794450593588407,0.6404314083000266,WDR20,1,FP,1,FP,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.03901365105881405
ENSG00000104976,SNAPC2,1,0.1902596381366805,0.461833828261479,0.1973747826605582,0.1626731738172879,SNAPC2,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.03470160884327028
ENSG00000203760,CENPW,1,0.3588103857396293,0.3775469150529014,0.3729540816703303,0.3820280229750973,CENPW,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.00907394130476702
ENSG00000116260,QSOX1,0,0.461818510353558,0.6560057688343467,0.5973398088474925,0.5250229728120993,QSOX1,0,TN,1,FP,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.07231683603539318
ENSG00000198890,PRMT6,1,0.4448482313401347,0.4009217110940233,0.4518641384117854,0.4416937428850687,PRMT6,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.010170395526716725
ENSG00000164935,DCSTAMP,1,0.2809918548047523,0.4633176879462148,0.2742668300330371,0.391119653819622,DCSTAMP,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.1168528237865849
ENSG00000100116,GCAT,0,0.5511146764623197,0.5812966111205811,0.560521161594762,0.5111436271617276,GCAT,1,FP,1,FP,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.04937753443303439
ENSG00000136014,USP44,1,0.3762594222677619,0.3334211749236704,0.3227524332393396,0.4583673992975398,USP44,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.13561496605820017
ENSG00000172456,FGGY,0,0.6870132752989269,0.4441822140717234,0.5985320508115158,0.6038253414922109,FGGY,1,FP,0,TN,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.005293290680695062
ENSG00000184730,APOBR,1,0.198748628192915,0.589475495339071,0.1879958833934639,0.2309482631629868,APOBR,0,FN,1,TP,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.0429523797695229
ENSG00000107201,RIGI,1,0.2977049775341446,0.3311131584738762,0.2358912237586645,0.2462657691777676,RIGI,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.010374545419103098
ENSG00000111252,SH2B3,1,0.3356843358420239,0.575340766336171,0.3932550522091304,0.3832750641777913,SH2B3,0,FN,1,TP,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.009979988031339093
ENSG00000181915,ADO,1,0.4316974540000494,0.4660194438933444,0.4198709272128625,0.3488007218294155,ADO,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.071070205383447
ENSG00000115970,THADA,1,0.2455896440230851,0.3010404743691781,0.2083331673301141,0.2007996153814825,THADA,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.007533551948631589
ENSG00000167772,ANGPTL4,1,0.4018011273463276,0.4946797482227342,0.4135774006978885,0.3857779238877536,ANGPTL4,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.027799476810134893
ENSG00000085185,BCORL1,1,0.1865432079157764,0.655394052518059,0.4025806785380637,0.484920879379486,BCORL1,0,FN,1,TP,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.08234020084142235
ENSG00000198670,LPA,1,0.3475237580499096,0.3170797694399137,0.3413101449402094,0.3146090517474508,LPA,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.026701093192758596
ENSG00000112685,EXOC2,0,0.4711905604852854,0.5,0.5159000951316886,0.51938857457499,EXOC2,0,TN,1,FP,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.00348847944330144
ENSG00000141314,RHBDL3,0,0.6957550915630609,0.6557187717431021,0.7618440189473707,0.7624519056525808,RHBDL3,1,FP,1,FP,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.0006078867052100589
ENSG00000185262,UBALD2,0,0.6636784591695196,0.463210127122017,0.6791676991180697,0.6490115073909574,UBALD2,1,FP,0,TN,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.03015619172711237
ENSG00000188352,FOCAD,1,0.2188928994755179,0.5605032256971133,0.3175751035225876,0.3965881810366852,FOCAD,0,FN,1,TP,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.07901307751409758
ENSG00000160221,GATD3,0,0.7587566171616382,0.4352989117186459,0.7708860054620073,0.6461092069670092,GATD3,1,FP,0,TN,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.12477679849499801
ENSG00000143971,ETAA1,1,0.3195981894853554,0.4691284371515346,0.3832908810379998,0.3344617166072516,ETAA1,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.048829164430748195
ENSG00000103932,RPAP1,1,0.1598513593917375,0.2738423746893003,0.1184739940571867,0.172126913809947,RPAP1,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.05365291975276029
ENSG00000123545,NDUFAF4,1,0.3526494803366318,0.5703570676230211,0.4047811346373393,0.3841225226213127,NDUFAF4,0,FN,1,TP,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.02065861201602659
ENSG00000142864,SERBP1,0,0.6474099781599648,0.6054727151150183,0.6680950293806862,0.5931699308001807,SERBP1,1,FP,1,FP,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.07492509858050556
ENSG00000185345,PRKN,1,0.5681787026301512,0.507650873716317,0.4411441926670085,0.4281379686172457,PRKN,1,TP,1,TP,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.013006224049762816
ENSG00000147548,NSD3,0,0.5150547147271101,0.6055512137214132,0.6687930910157271,0.7504923894692341,NSD3,1,FP,1,FP,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.08169929845350699
ENSG00000138771,SHROOM3,1,0.3647842799406487,0.4424287067368063,0.3812220300544769,0.2743762041556656,SHROOM3,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.10684582589881131
ENSG00000108557,RAI1,1,0.1946630940905213,0.4723014643565676,0.2037278491080558,0.2765776358779983,RAI1,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.07284978676994247
ENSG00000146267,FAXC,0,0.5172716694676939,0.6452566509422604,0.7118496550228608,0.8048021522835507,FAXC,1,FP,1,FP,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.09295249726068988
ENSG00000187325,TAF9B,0,0.672090464550556,0.3383989201384277,0.6481907997873314,0.6860560420069965,TAF9B,1,FP,0,TN,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.03786524221966514
ENSG00000135930,EIF4E2,0,0.7423746446657031,0.5621927860329308,0.7181881281454904,0.6671298962401051,EIF4E2,1,FP,1,FP,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.051058231905385276
ENSG00000050767,COL23A1,0,0.6966418242128322,0.5278037027034007,0.6752709672628764,0.6624860272003169,COL23A1,1,FP,1,FP,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.01278494006255948
ENSG00000108091,CCDC6,0,0.6833644990912774,0.721365287748389,0.7429672725067602,0.7884971877917138,CCDC6,1,FP,1,FP,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.04552991528495365
ENSG00000105135,ILVBL,0,0.6800821335589924,0.5,0.6929674195834246,0.5481172324435648,ILVBL,1,FP,1,FP,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.14485018713985975
ENSG00000100485,SOS2,1,0.3035208799188063,0.4636495373046715,0.3016390826903419,0.4424439932168229,SOS2,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.14080491052648098
ENSG00000112640,PPP2R5D,0,0.6394344827351898,0.383842764694172,0.6330052247102295,0.5914594317289666,PPP2R5D,1,FP,0,TN,1,FP,1,FP,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,-0.04154579298126282
ENSG00000007171,NOS2,1,0.4121435201796709,0.4006142290819311,0.3513910508223062,0.4667275628994604,NOS2,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.11533651207715417
ENSG00000152527,PLEKHH2,1,0.371805228637294,0.4718467971819571,0.3347885010249157,0.3960353586713345,PLEKHH2,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.061246857646418795
ENSG00000134242,PTPN22,1,0.3959426449872499,0.4805523246755297,0.3487614382524949,0.4057354650012538,PTPN22,0,FN,0,FN,0,FN,0,FN,Multimodal_handcrafted,Multimodal_DNABERT2,False,False,wrong_by_both,0.0569740267487589
