sample_index,gene_symbol,true_label,mean_percentile_rank,sd_percentile_rank,mean_rank,best_rank,consensus_rank,external_sets_x,n_external_sets_x,is_external_supported,n_curated_pathways,curated_pathways,is_pathway_supported,n_external_sets_y,external_sets_y,n_external_sets,external_sets,relabel_audit_priority,external_evidence_strength,case_interpretation
1161,PNLIP,0,0.9554,0.0473,81.5,7,20,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
756,CCDC188,1,0.95512,0.04151,82.0,25,21,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
268,NDUFV1,0,0.95374,0.02523,84.5,28,22,Mitochondrial_OXPHOS_complex_I,1,False,1,Mitochondrial_complex_I_OXPHOS,True,1.0,Mitochondrial_OXPHOS_complex_I,0,,high,single_source,Current-negative but pathway-supported hypothesis candidate
401,SEPTIN4,0,0.95291,0.03932,86.0,30,23,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
283,TOGARAM1,1,0.95291,0.03843,86.0,29,24,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
887,NBPF9,1,0.95208,0.02408,87.5,41,25,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
315,EMILIN2,1,0.95194,0.06553,87.75,8,26,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
69,PLA2G3,1,0.95194,0.03889,87.75,23,26,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
20,DNAH11,1,0.95139,0.0396,88.75,30,28,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1607,ZNF747,1,0.95014,0.07928,91.0,9,29,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
922,ZNF329,1,0.94848,0.02283,94.0,37,30,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
760,EML5,1,0.94806,0.03959,94.75,18,31,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
711,COQ5,1,0.94598,0.03035,98.5,29,32,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
960,RLF,1,0.94584,0.0262,98.75,48,33,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
786,AOC1,1,0.94474,0.03216,100.75,33,34,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
702,KMT5B,0,0.94404,0.03965,102.0,45,35,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
826,APOL5,1,0.94404,0.03319,102.0,53,35,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1188,RAET1L,1,0.9428,0.05117,104.25,10,37,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
277,LRMDA,0,0.94238,0.06299,105.0,19,38,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
1785,MTOR,1,0.94238,0.04935,105.0,16,39,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
686,CDH24,1,0.94127,0.03664,107.0,33,40,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1441,HCN4,1,0.94044,0.0725,108.5,21,41,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
598,BMAL1,1,0.94017,0.08262,109.0,18,42,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
637,TLCD4,1,0.93975,0.04251,109.75,42,43,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
443,COBLL1,1,0.93906,0.06705,111.0,6,44,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
440,SSX5,1,0.93892,0.02681,111.25,69,45,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
297,RNF216,1,0.93878,0.02801,111.5,63,46,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1048,PACRG,1,0.9385,0.0324,112.0,58,47,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1460,ZNF431,1,0.9385,0.03733,112.0,35,48,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1644,COLGALT1,1,0.93698,0.09178,114.75,22,49,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
488,TSC22D2,1,0.9356,0.02754,117.25,74,50,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
592,RGS18,1,0.93504,0.05979,118.25,59,51,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1248,ZNF462,1,0.93476,0.06673,118.75,25,52,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1366,AKAP11,1,0.93463,0.07353,119.0,26,53,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
214,MYO5C,1,0.93269,0.03227,122.5,70,54,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
621,TAF11L9,1,0.93255,0.07214,122.75,25,55,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
982,NSD3,1,0.93172,0.07973,124.25,9,56,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
342,NLRC3,1,0.93047,0.04486,126.5,54,57,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
552,TNRC6A,1,0.92895,0.03161,129.25,87,58,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1404,CAPN10,1,0.92729,0.073,132.25,24,59,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
470,SLC22A10,1,0.92687,0.05196,133.0,32,60,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
216,CCDC57,1,0.92535,0.0626,135.75,49,61,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
335,SHQ1,1,0.92507,0.03599,136.25,51,62,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1527,ADAD1,1,0.92368,0.02766,138.75,75,63,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1054,IGF2BP3,0,0.92313,0.06227,139.75,29,64,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
966,ZBTB39,1,0.92299,0.05556,140.0,24,65,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1481,LINGO2,1,0.9223,0.03538,141.25,66,66,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1258,ZC3H12C,0,0.92202,0.06693,141.75,71,67,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
1374,CRTC1,1,0.92064,0.0485,144.25,20,68,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1659,ARL15,1,0.91925,0.03739,146.75,95,69,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
587,PCNT,1,0.91898,0.03475,147.25,78,70,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
390,FADS2,1,0.91842,0.04843,148.25,60,71,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
896,ACSL1,1,0.91662,0.04122,151.5,86,72,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
778,CHRD,1,0.91524,0.01616,154.0,112,73,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
263,TECPR2,1,0.91413,0.0441,156.0,83,74,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1681,OCRL,1,0.91122,0.05301,161.25,81,75,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
527,FITM2,1,0.91122,0.02899,161.25,119,76,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1194,GPC5,1,0.9108,0.13118,162.0,2,77,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1717,KRT81,0,0.91066,0.02727,162.25,109,78,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
198,UBE2E2,1,0.91025,0.03446,163.0,97,79,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
790,OSBPL5,1,0.90956,0.08803,164.25,47,80,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
579,HMGCR,1,0.90886,0.09341,165.5,50,81,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
633,EBAG9,1,0.90873,0.14752,165.75,22,82,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
616,MRPS14,1,0.90831,0.08515,166.5,17,83,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1042,DYNC2I1,1,0.90762,0.03517,167.75,91,84,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
208,ZNF704,1,0.90748,0.01351,168.0,132,85,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
667,VN1R2,1,0.90665,0.09268,169.5,48,86,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1536,KCNB2,1,0.90665,0.04782,169.5,96,86,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1660,SLC2A7,1,0.90637,0.12844,170.0,24,88,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1804,ZBTB38,1,0.90623,0.06049,170.25,21,89,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
369,NDUFS6,1,0.90512,0.02455,172.25,120,90,Mitochondrial_OXPHOS_complex_I,1,False,1,Mitochondrial_complex_I_OXPHOS,True,1.0,Mitochondrial_OXPHOS_complex_I,0,,,,Known/current-positive high-confidence recovery
890,C8ORF88,0,0.90443,0.05091,173.5,102,91,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
43,USP48,1,0.90277,0.08605,176.5,43,92,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1610,FGFR4,1,0.90222,0.09274,177.5,22,93,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
230,HMGA1,1,0.90138,0.08566,179.0,17,94,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
349,NDUFB11,1,0.90125,0.08548,179.25,55,95,Mitochondrial_OXPHOS_complex_I,1,False,1,Mitochondrial_complex_I_OXPHOS,True,1.0,Mitochondrial_OXPHOS_complex_I,0,,,,Known/current-positive high-confidence recovery
127,MPPED2,0,0.90097,0.03854,179.75,108,96,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
4,KCNK16,1,0.90069,0.14283,180.25,12,97,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1524,SETD5,0,0.90042,0.05605,180.75,107,98,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
506,IL17REL,0,0.9,0.10096,181.5,1,99,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
1307,TCEANC2,1,0.89903,0.04468,183.25,106,100,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1112,METTL25B,1,0.89875,0.16239,183.75,19,101,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
939,KIF16B,1,0.89875,0.07946,183.75,88,101,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
372,SDCBP,1,0.89834,0.04783,184.5,90,103,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
469,SLC12A8,0,0.89834,0.06523,184.5,86,103,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
1579,GRP,1,0.89806,0.08616,185.0,57,105,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1523,PIGT,1,0.89709,0.07825,186.75,50,106,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1381,NDUFA7,1,0.89584,0.10397,189.0,28,107,Mitochondrial_OXPHOS_complex_I,1,False,1,Mitochondrial_complex_I_OXPHOS,True,1.0,Mitochondrial_OXPHOS_complex_I,0,,,,Known/current-positive high-confidence recovery
494,PRSS37,1,0.89432,0.12413,191.75,41,108,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
893,EPHA7,1,0.89404,0.10925,192.25,50,109,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
971,PTCHD4,1,0.89335,0.08122,193.5,8,110,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
479,HAUS6,0,0.8928,0.20077,194.5,4,111,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
845,IER5L,1,0.8928,0.05547,194.5,110,112,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1772,ANKMY1,0,0.89058,0.05461,198.5,60,113,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
1703,RGS6,1,0.89058,0.07477,198.5,37,114,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
503,NKX6-1,1,0.89003,0.17871,199.5,23,115,Beta_cell_function_or_development,1,False,1,Beta_cell_function_development,True,1.0,Beta_cell_function_or_development,0,,,,Known/current-positive high-confidence recovery
358,DNMT3A,0,0.88781,0.09747,203.5,36,116,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
1577,SEPTIN12,1,0.8874,0.05619,204.25,114,117,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1376,FMO5,1,0.88532,0.009,208.0,194,118,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
273,NRAP,0,0.88476,0.09632,209.0,71,119,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
1621,SYTL2,1,0.88463,0.13123,209.25,2,120,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1709,PKD1,1,0.88407,0.0355,210.25,159,121,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
419,THEMIS,1,0.88379,0.20143,210.75,18,122,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1372,WASHC2C,1,0.88255,0.13639,213.0,34,123,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1055,RRP8,1,0.88199,0.05933,214.0,63,124,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1551,UBASH3A,1,0.88116,0.04289,215.5,105,125,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
653,PHGDH,1,0.87964,0.13284,218.25,65,126,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1137,MAGI2,1,0.8795,0.09109,218.5,74,127,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1346,FN3KRP,1,0.87909,0.08501,219.25,107,128,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1363,RRP12,0,0.87867,0.06347,220.0,93,129,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
1592,KDM5A,1,0.87729,0.05062,222.5,142,130,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1504,GCKR,1,0.87687,0.22648,223.25,6,131,Glucose_metabolism_transport_or_insulin_secretion; Known_T2D_GWAS_or_genetic_risk,2,False,2,Glucose_metabolism_transport; Known_T2D_GWAS_loci,True,2.0,Glucose_metabolism_transport_or_insulin_secretion; Known_T2D_GWAS_or_genetic_risk,0,,,,Known/current-positive high-confidence recovery
224,FAM149B1,1,0.87632,0.04227,224.25,158,132,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
658,ATP13A1,1,0.87618,0.20814,224.5,33,133,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
108,DESI1,1,0.87604,0.06451,224.75,116,134,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1522,TNFRSF19,0,0.87562,0.04325,225.5,115,135,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
1201,MDGA2,1,0.87493,0.0993,226.75,68,136,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1301,CHERP,1,0.87438,0.04794,227.75,128,137,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
736,ESR1,1,0.87327,0.08502,229.75,11,138,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1000,BMF,0,0.87271,0.0808,230.75,92,139,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
719,ARID3B,0,0.8723,0.12058,231.5,15,140,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
556,SYDE2,0,0.8723,0.08485,231.5,80,140,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
459,NOXA1,1,0.87202,0.0668,232.0,106,142,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1645,RPL7,1,0.87022,0.05697,235.25,119,143,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
410,ARHGAP30,1,0.86981,0.04077,236.0,151,144,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1142,VPS13C,1,0.86981,0.0331,236.0,155,145,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1053,RAB11FIP4,0,0.86939,0.03765,236.75,141,146,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
591,ACADS,1,0.86828,0.20852,238.75,16,147,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
732,WDR11,1,0.86759,0.0547,240.0,160,148,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
805,CDC25A,1,0.86565,0.09223,243.5,56,149,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
305,FAM90A26,1,0.86524,0.14288,244.25,34,150,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1661,RNF166,1,0.86496,0.03792,244.75,185,151,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1432,BHMT,1,0.86371,0.08308,247.0,140,152,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
662,PISD,1,0.86233,0.06229,249.5,120,153,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
206,PCDHGB5,1,0.86205,0.09005,250.0,67,154,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1640,RPAP1,0,0.8615,0.14411,251.0,31,155,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
365,MGAM,1,0.8615,0.07985,251.0,130,156,Diabetes_drug_targets_or_pharmacology,1,False,1,Incretin_diabetes_pharmacology,True,1.0,Diabetes_drug_targets_or_pharmacology,0,,,,Known/current-positive high-confidence recovery
380,POLR2D,1,0.86136,0.05959,251.25,164,157,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
585,NDUFA12,0,0.85997,0.14321,253.75,30,158,Mitochondrial_OXPHOS_complex_I,1,False,1,Mitochondrial_complex_I_OXPHOS,True,1.0,Mitochondrial_OXPHOS_complex_I,0,,high,single_source,Current-negative but pathway-supported hypothesis candidate
1024,IRS1,1,0.85983,0.06943,254.0,117,159,Glucose_metabolism_transport_or_insulin_secretion; Known_T2D_GWAS_or_genetic_risk,2,False,3,Glucose_metabolism_transport; Insulin_signalling; Known_T2D_GWAS_loci,True,2.0,Glucose_metabolism_transport_or_insulin_secretion; Known_T2D_GWAS_or_genetic_risk,0,,,,Known/current-positive high-confidence recovery
1155,ANK1,1,0.85942,0.17203,254.75,61,160,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1098,E4F1,1,0.85859,0.18548,256.25,78,161,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
383,ABCA8,1,0.85831,0.04557,256.75,176,162,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1448,EYA2,1,0.85803,0.07407,257.25,144,163,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
981,SEC14L3,1,0.85789,0.18919,257.5,43,164,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1729,OR1L1,1,0.85748,0.10726,258.25,139,165,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1078,APBB1,1,0.85734,0.10258,258.5,109,166,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
670,ALS2,1,0.85734,0.07053,258.5,125,166,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
105,CDC123,1,0.85582,0.15876,261.25,48,168,Known_T2D_GWAS_or_genetic_risk,1,False,1,Known_T2D_GWAS_loci,True,1.0,Known_T2D_GWAS_or_genetic_risk,0,,,,Known/current-positive high-confidence recovery
1801,MDM4,1,0.8554,0.09692,262.0,60,169,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1227,RGS17,1,0.85443,0.03187,263.75,218,170,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
897,KRT77,1,0.85346,0.12896,265.5,36,171,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
447,PCYOX1,1,0.85332,0.03359,265.75,206,172,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
404,CLEC18A,0,0.85263,0.08915,267.0,129,173,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
1403,NBPF3,0,0.85249,0.16828,267.25,23,174,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
475,GPR85,0,0.85249,0.04117,267.25,168,175,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
518,MRPS30,1,0.85097,0.06858,270.0,195,176,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
168,ZFHX3,0,0.85028,0.06715,271.25,178,177,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
303,ELF1,1,0.85028,0.05275,271.25,163,178,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1175,KLB,0,0.85028,0.05242,271.25,212,179,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
1225,TAF8,1,0.84986,0.03188,272.0,199,180,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1418,IFIH1,0,0.84986,0.08375,272.0,133,180,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
1073,VWA5B1,1,0.84875,0.21838,274.0,25,182,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
842,LDB2,0,0.8482,0.13881,275.0,58,183,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
248,EVI2A,0,0.84778,0.01838,275.75,243,184,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
899,COXFA4,1,0.84737,0.09443,276.5,56,185,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1509,MAN1A2,1,0.84737,0.08235,276.5,144,185,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
492,PIP4K2A,1,0.84529,0.10933,280.25,40,187,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
977,MTARC2,1,0.84529,0.05095,280.25,192,188,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
632,NPIPA8,1,0.84363,0.08061,283.25,96,189,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1595,NDUFS3,1,0.84197,0.08989,286.25,167,190,Mitochondrial_OXPHOS_complex_I,1,False,1,Mitochondrial_complex_I_OXPHOS,True,1.0,Mitochondrial_OXPHOS_complex_I,0,,,,Known/current-positive high-confidence recovery
1,PI16,1,0.84155,0.07384,287.0,182,191,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1117,PAPOLG,1,0.84127,0.09595,287.5,164,192,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
888,C12ORF43,1,0.84072,0.15403,288.5,82,193,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1761,JPT2,0,0.84017,0.11236,289.5,67,194,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
213,MEIS1,1,0.83975,0.04567,290.25,219,195,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
270,C4ORF36,1,0.8392,0.12007,291.25,71,196,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
312,MYBL2,1,0.83906,0.11807,291.5,114,197,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
1189,TRIM11,0,0.8385,0.06271,292.5,123,198,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
1106,MAPK8IP1,0,0.83837,0.06418,292.75,126,199,,0,False,0,,False,,,0,,,,High-ranked current-negative candidate requiring audit
1463,POLGARF,1,0.8367,0.07927,295.75,146,200,,0,False,0,,False,,,0,,,,Known/current-positive high-confidence recovery
695,PDGFC,0,0.83546,0.10713,298.0,82,201,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
782,ZNF512B,1,0.83518,0.03005,298.5,260,202,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
545,NBPF1,1,0.83435,0.05157,300.0,221,203,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
156,FAM185A,1,0.8338,0.17603,301.0,104,204,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
992,GRID1,1,0.83199,0.1415,304.25,94,205,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
90,ARAP1,1,0.83172,0.11454,304.75,51,206,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1007,QSOX1,1,0.83158,0.18616,305.0,93,207,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
914,HIVEP2,0,0.83033,0.074,307.25,213,208,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1257,IL23R,1,0.82978,0.11276,308.25,40,209,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
