model_name,sample_index,gene_symbol,true_label,mean_oof_score,sd_oof_score,mean_threshold,pred_vote_rate,n_oof_predictions,aggregated_pred_label,outcome,rank_desc,percentile_rank,display_name
DNABERT2_multimodal,52,PPP2R2A,1,0.68925,0.05556,0.50111,0.8,5,1,TP,384,0.78781,DNABERT-2 multimodal
DNABERT2_multimodal,53,PLEKHM2,0,0.25932,0.01621,0.53477,0.0,5,0,TN,1565,0.13352,DNABERT-2 multimodal
DNABERT2_multimodal,54,NDUFA3,1,0.45198,0.05916,0.44346,0.6,5,1,TP,1027,0.43158,DNABERT-2 multimodal
DNABERT2_multimodal,55,PROSER2,1,0.6564,0.04163,0.47138,1.0,5,1,TP,468,0.74127,DNABERT-2 multimodal
DNABERT2_multimodal,56,FOXRED2,0,0.62102,0.02353,0.52964,0.6,5,1,FP,566,0.68698,DNABERT-2 multimodal
DNABERT2_multimodal,57,IL10,1,0.54297,0.05649,0.52798,0.6,5,1,TP,782,0.56731,DNABERT-2 multimodal
DNABERT2_multimodal,58,WIPI1,1,0.72705,0.04122,0.46908,1.0,5,1,TP,291,0.83934,DNABERT-2 multimodal
DNABERT2_multimodal,59,COMMD8,1,0.63556,0.04927,0.51469,0.8,5,1,TP,523,0.7108,DNABERT-2 multimodal
DNABERT2_multimodal,60,FGFR3,1,0.67247,0.04473,0.56859,0.8,5,1,TP,430,0.76233,DNABERT-2 multimodal
DNABERT2_multimodal,61,ZFP92,0,0.25173,0.09272,0.49599,0.0,5,0,TN,1587,0.12133,DNABERT-2 multimodal
DNABERT2_multimodal,62,ADAMTS18,0,0.23444,0.0597,0.52277,0.0,5,0,TN,1647,0.08809,DNABERT-2 multimodal
DNABERT2_multimodal,63,PCSK5,1,0.29245,0.05552,0.54069,0.0,5,0,FN,1467,0.18781,DNABERT-2 multimodal
DNABERT2_multimodal,64,MICALL1,1,0.44649,0.02887,0.50044,0.2,5,0,FN,1041,0.42382,DNABERT-2 multimodal
DNABERT2_multimodal,65,CNTN2,0,0.48354,0.03822,0.46825,0.6,5,1,FP,937,0.48144,DNABERT-2 multimodal
DNABERT2_multimodal,66,INF2,0,0.26902,0.05469,0.45469,0.0,5,0,TN,1532,0.1518,DNABERT-2 multimodal
DNABERT2_multimodal,67,DPP4,0,0.30083,0.0608,0.49938,0.0,5,0,TN,1438,0.20388,DNABERT-2 multimodal
DNABERT2_multimodal,68,SP9,0,0.37542,0.02222,0.52024,0.0,5,0,TN,1218,0.32576,DNABERT-2 multimodal
DNABERT2_multimodal,69,PLA2G3,1,0.81714,0.0184,0.50957,1.0,5,1,TP,79,0.95679,DNABERT-2 multimodal
DNABERT2_multimodal,70,CATSPERE,0,0.24645,0.04216,0.53678,0.0,5,0,TN,1611,0.10803,DNABERT-2 multimodal
DNABERT2_multimodal,71,ITIH4,1,0.66715,0.0371,0.49206,0.8,5,1,TP,436,0.759,DNABERT-2 multimodal
DNABERT2_multimodal,72,KIF21B,1,0.53497,0.02516,0.5138,0.6,5,1,TP,799,0.5579,DNABERT-2 multimodal
DNABERT2_multimodal,73,TMEM168,0,0.55544,0.05887,0.47717,0.8,5,1,FP,744,0.58837,DNABERT-2 multimodal
DNABERT2_multimodal,74,NDUFA1,0,0.29625,0.06807,0.54308,0.0,5,0,TN,1454,0.19501,DNABERT-2 multimodal
DNABERT2_multimodal,75,CHPF2,0,0.58084,0.05414,0.52322,0.8,5,1,FP,683,0.62216,DNABERT-2 multimodal
DNABERT2_multimodal,76,PTPRD,1,0.48258,0.03161,0.50442,0.2,5,0,FN,940,0.47978,DNABERT-2 multimodal
DNABERT2_multimodal,77,EXOSC10,0,0.80381,0.01284,0.50882,1.0,5,1,FP,103,0.94349,DNABERT-2 multimodal
DNABERT2_multimodal,78,FXR1,0,0.32989,0.0675,0.55,0.0,5,0,TN,1353,0.25097,DNABERT-2 multimodal
DNABERT2_multimodal,79,CCND2,0,0.3474,0.0793,0.49674,0.0,5,0,TN,1307,0.27645,DNABERT-2 multimodal
DNABERT2_multimodal,80,POLR3A,0,0.34005,0.0366,0.49676,0.0,5,0,TN,1323,0.26759,DNABERT-2 multimodal
DNABERT2_multimodal,81,MAFF,1,0.6195,0.0657,0.49242,0.8,5,1,TP,572,0.68366,DNABERT-2 multimodal
DNABERT2_multimodal,82,SPRY4,1,0.44993,0.03983,0.46768,0.4,5,0,FN,1033,0.42826,DNABERT-2 multimodal
DNABERT2_multimodal,83,HSPA4,0,0.34968,0.0237,0.5282,0.0,5,0,TN,1297,0.28199,DNABERT-2 multimodal
DNABERT2_multimodal,84,SHLD2,1,0.25582,0.03743,0.4663,0.0,5,0,FN,1576,0.12742,DNABERT-2 multimodal
DNABERT2_multimodal,85,POLR2B,1,0.67888,0.08956,0.49706,0.8,5,1,TP,410,0.77341,DNABERT-2 multimodal
DNABERT2_multimodal,86,KICS2,0,0.42068,0.05941,0.51651,0.0,5,0,TN,1113,0.38393,DNABERT-2 multimodal
DNABERT2_multimodal,87,DIP2B,0,0.6034,0.07726,0.45884,1.0,5,1,FP,612,0.6615,DNABERT-2 multimodal
DNABERT2_multimodal,88,RPP40,1,0.52599,0.08632,0.50964,0.4,5,0,FN,829,0.54127,DNABERT-2 multimodal
DNABERT2_multimodal,89,HHIP,0,0.58379,0.07033,0.5014,0.8,5,1,FP,676,0.62604,DNABERT-2 multimodal
DNABERT2_multimodal,90,ARAP1,1,0.83086,0.01939,0.446,1.0,5,1,TP,51,0.9723,DNABERT-2 multimodal
DNABERT2_multimodal,91,TTI2,1,0.26253,0.02598,0.53434,0.0,5,0,FN,1549,0.14238,DNABERT-2 multimodal
DNABERT2_multimodal,92,MED9,0,0.19731,0.00998,0.49004,0.0,5,0,TN,1729,0.04266,DNABERT-2 multimodal
DNABERT2_multimodal,93,TRAK2,0,0.34941,0.02589,0.55985,0.0,5,0,TN,1298,0.28144,DNABERT-2 multimodal
DNABERT2_multimodal,94,BAK1,0,0.42676,0.11644,0.47142,0.2,5,0,TN,1090,0.39668,DNABERT-2 multimodal
DNABERT2_multimodal,95,KIAA1549,1,0.31129,0.0465,0.52582,0.0,5,0,FN,1399,0.22548,DNABERT-2 multimodal
DNABERT2_multimodal,96,HMHB1,0,0.24076,0.01718,0.49198,0.0,5,0,TN,1629,0.09806,DNABERT-2 multimodal
DNABERT2_multimodal,97,BAHCC1,1,0.39692,0.06269,0.57072,0.0,5,0,FN,1174,0.35014,DNABERT-2 multimodal
DNABERT2_multimodal,98,ZNF169,1,0.48937,0.06041,0.53697,0.6,5,1,TP,915,0.49363,DNABERT-2 multimodal
DNABERT2_multimodal,99,ABCB10,0,0.29137,0.03982,0.46908,0.0,5,0,TN,1470,0.18615,DNABERT-2 multimodal
DNABERT2_multimodal,100,RASGRP2,0,0.19776,0.05761,0.55951,0.0,5,0,TN,1727,0.04377,DNABERT-2 multimodal
DNABERT2_multimodal,101,PRR20C,0,0.17751,0.00738,0.47491,0.0,5,0,TN,1763,0.02382,DNABERT-2 multimodal
DNABERT2_multimodal,102,PTGFRN,1,0.59506,0.02849,0.46584,1.0,5,1,TP,641,0.64543,DNABERT-2 multimodal
DNABERT2_multimodal,103,CTLA4,0,0.35906,0.06821,0.57661,0.0,5,0,TN,1276,0.29363,DNABERT-2 multimodal
DNABERT2_multimodal,104,BICRA,1,0.40449,0.07274,0.4792,0.2,5,0,FN,1155,0.36066,DNABERT-2 multimodal
DNABERT2_multimodal,105,CDC123,1,0.82361,0.03704,0.50149,1.0,5,1,TP,61,0.96676,DNABERT-2 multimodal
DNABERT2_multimodal,106,SYNDIG1,1,0.54031,0.07152,0.45112,0.8,5,1,TP,786,0.5651,DNABERT-2 multimodal
DNABERT2_multimodal,107,TMEM145,1,0.63154,0.06964,0.54602,0.8,5,1,TP,534,0.70471,DNABERT-2 multimodal
DNABERT2_multimodal,108,DESI1,1,0.7816,0.03962,0.51272,1.0,5,1,TP,152,0.91634,DNABERT-2 multimodal
DNABERT2_multimodal,109,DNAI2,0,0.38414,0.0307,0.5344,0.0,5,0,TN,1200,0.33573,DNABERT-2 multimodal
DNABERT2_multimodal,110,TMEM144,0,0.36914,0.14959,0.44519,0.2,5,0,TN,1240,0.31357,DNABERT-2 multimodal
DNABERT2_multimodal,111,PRKD1,1,0.31014,0.03618,0.49171,0.0,5,0,FN,1403,0.22327,DNABERT-2 multimodal
DNABERT2_multimodal,112,ZC3H4,0,0.56576,0.06166,0.50638,0.6,5,1,FP,721,0.60111,DNABERT-2 multimodal
DNABERT2_multimodal,113,LDLRAD1,1,0.45998,0.06559,0.55016,0.2,5,0,FN,1007,0.44266,DNABERT-2 multimodal
DNABERT2_multimodal,114,WFS1,1,0.41549,0.06562,0.47863,0.4,5,0,FN,1124,0.37784,DNABERT-2 multimodal
DNABERT2_multimodal,115,ADGRE5,0,0.25022,0.02321,0.50459,0.0,5,0,TN,1594,0.11745,DNABERT-2 multimodal
DNABERT2_multimodal,116,ATF7IP2,0,0.32876,0.06489,0.44543,0.0,5,0,TN,1357,0.24875,DNABERT-2 multimodal
DNABERT2_multimodal,117,RALGAPA2,0,0.6431,0.04794,0.49483,1.0,5,1,FP,504,0.72133,DNABERT-2 multimodal
DNABERT2_multimodal,118,UPK3BL1,0,0.42562,0.04504,0.52459,0.2,5,0,TN,1094,0.39446,DNABERT-2 multimodal
DNABERT2_multimodal,119,C11ORF24,0,0.42609,0.05185,0.51322,0.2,5,0,TN,1091,0.39612,DNABERT-2 multimodal
DNABERT2_multimodal,120,NUP153,1,0.59434,0.05738,0.48312,0.8,5,1,TP,643,0.64432,DNABERT-2 multimodal
DNABERT2_multimodal,121,SORT1,0,0.7486,0.02336,0.47415,1.0,5,1,FP,229,0.87368,DNABERT-2 multimodal
DNABERT2_multimodal,122,ADA,0,0.69637,0.04711,0.50697,1.0,5,1,FP,364,0.79889,DNABERT-2 multimodal
DNABERT2_multimodal,123,TPRA1,0,0.1457,0.03143,0.53581,0.0,5,0,TN,1796,0.00554,DNABERT-2 multimodal
DNABERT2_multimodal,124,XRCC2,0,0.47345,0.03667,0.49586,0.4,5,0,TN,968,0.46427,DNABERT-2 multimodal
DNABERT2_multimodal,125,SPTBN4,0,0.68093,0.04946,0.46618,1.0,5,1,FP,404,0.77673,DNABERT-2 multimodal
DNABERT2_multimodal,126,FAM221B,0,0.65122,0.06146,0.52796,0.8,5,1,FP,477,0.73629,DNABERT-2 multimodal
DNABERT2_multimodal,127,MPPED2,0,0.73396,0.03714,0.49388,1.0,5,1,FP,269,0.85152,DNABERT-2 multimodal
DNABERT2_multimodal,128,CLNS1A,0,0.27141,0.04606,0.54166,0.0,5,0,TN,1523,0.15679,DNABERT-2 multimodal
DNABERT2_multimodal,129,CFAP69,1,0.56851,0.06339,0.49236,1.0,5,1,TP,713,0.60554,DNABERT-2 multimodal
DNABERT2_multimodal,130,ZFYVE21,1,0.28144,0.04758,0.48404,0.0,5,0,FN,1493,0.17341,DNABERT-2 multimodal
DNABERT2_multimodal,131,KDM4A,1,0.57182,0.08093,0.51021,0.6,5,1,TP,703,0.61108,DNABERT-2 multimodal
DNABERT2_multimodal,132,DDX28,0,0.2624,0.02651,0.53082,0.0,5,0,TN,1551,0.14127,DNABERT-2 multimodal
DNABERT2_multimodal,133,AK8,1,0.27114,0.05348,0.53705,0.0,5,0,FN,1524,0.15623,DNABERT-2 multimodal
DNABERT2_multimodal,134,FTO,0,0.24908,0.06655,0.54991,0.0,5,0,TN,1600,0.11413,DNABERT-2 multimodal
DNABERT2_multimodal,135,MRPS16,1,0.46402,0.05485,0.47073,0.4,5,0,FN,994,0.44986,DNABERT-2 multimodal
DNABERT2_multimodal,136,ADH1B,0,0.20304,0.03181,0.49095,0.0,5,0,TN,1721,0.04709,DNABERT-2 multimodal
DNABERT2_multimodal,137,DYNLT3,1,0.49923,0.04755,0.49543,0.8,5,1,TP,898,0.50305,DNABERT-2 multimodal
DNABERT2_multimodal,138,PITRM1,0,0.57062,0.03362,0.54238,0.6,5,1,FP,707,0.60886,DNABERT-2 multimodal
DNABERT2_multimodal,139,IL12B,0,0.30149,0.05073,0.55311,0.0,5,0,TN,1434,0.20609,DNABERT-2 multimodal
DNABERT2_multimodal,140,PDE3B,1,0.52984,0.0595,0.54273,0.6,5,1,TP,814,0.54958,DNABERT-2 multimodal
DNABERT2_multimodal,141,CCDC74B,0,0.72407,0.054,0.5586,1.0,5,1,FP,305,0.83158,DNABERT-2 multimodal
DNABERT2_multimodal,142,PCGF3,0,0.23779,0.02347,0.52916,0.0,5,0,TN,1638,0.09308,DNABERT-2 multimodal
DNABERT2_multimodal,143,SLC22A17,0,0.47711,0.05852,0.55526,0.2,5,0,TN,961,0.46814,DNABERT-2 multimodal
DNABERT2_multimodal,144,WSCD2,1,0.30495,0.03469,0.47694,0.0,5,0,FN,1419,0.2144,DNABERT-2 multimodal
DNABERT2_multimodal,145,ATP8B4,0,0.36452,0.04371,0.47863,0.0,5,0,TN,1256,0.30471,DNABERT-2 multimodal
DNABERT2_multimodal,146,ACOT6,0,0.46559,0.07166,0.52477,0.4,5,0,TN,991,0.45152,DNABERT-2 multimodal
DNABERT2_multimodal,147,UHRF1,0,0.36377,0.0699,0.5217,0.0,5,0,TN,1259,0.30305,DNABERT-2 multimodal
DNABERT2_multimodal,148,MRAP,0,0.4454,0.06559,0.48893,0.2,5,0,TN,1047,0.4205,DNABERT-2 multimodal
DNABERT2_multimodal,149,HSF2,1,0.73231,0.06026,0.52942,1.0,5,1,TP,273,0.84931,DNABERT-2 multimodal
DNABERT2_multimodal,150,OR4D2,1,0.6027,0.05465,0.5844,0.8,5,1,TP,613,0.66094,DNABERT-2 multimodal
DNABERT2_multimodal,151,PPM1F,1,0.74775,0.05454,0.51409,1.0,5,1,TP,232,0.87202,DNABERT-2 multimodal
DNABERT2_multimodal,152,AMY2A,0,0.15624,0.01289,0.46607,0.0,5,0,TN,1790,0.00886,DNABERT-2 multimodal
DNABERT2_multimodal,153,LAMA1,0,0.32229,0.05173,0.54043,0.0,5,0,TN,1373,0.23989,DNABERT-2 multimodal
DNABERT2_multimodal,154,CDC42BPB,0,0.33212,0.06485,0.50844,0.0,5,0,TN,1348,0.25374,DNABERT-2 multimodal
DNABERT2_multimodal,155,TMEM121,0,0.32526,0.04113,0.48713,0.0,5,0,TN,1364,0.24488,DNABERT-2 multimodal
DNABERT2_multimodal,156,FAM185A,1,0.75907,0.02587,0.53057,1.0,5,1,TP,205,0.88698,DNABERT-2 multimodal
DNABERT2_multimodal,157,CABIN1,1,0.59002,0.08236,0.47758,0.8,5,1,TP,659,0.63546,DNABERT-2 multimodal
DNABERT2_multimodal,158,STPG2,0,0.19034,0.00945,0.47565,0.0,5,0,TN,1741,0.03601,DNABERT-2 multimodal
DNABERT2_multimodal,159,ATXN7L3,0,0.36268,0.06803,0.53678,0.0,5,0,TN,1264,0.30028,DNABERT-2 multimodal
DNABERT2_multimodal,160,WDR44,0,0.41018,0.06686,0.53242,0.2,5,0,TN,1140,0.36898,DNABERT-2 multimodal
DNABERT2_multimodal,161,KRT36,1,0.70802,0.04335,0.51332,1.0,5,1,TP,337,0.81385,DNABERT-2 multimodal
DNABERT2_multimodal,162,NUDT15,0,0.29049,0.01536,0.53264,0.0,5,0,TN,1472,0.18504,DNABERT-2 multimodal
DNABERT2_multimodal,163,ZNF136,1,0.20006,0.01646,0.49075,0.0,5,0,FN,1723,0.04598,DNABERT-2 multimodal
DNABERT2_multimodal,164,SERINC2,0,0.72962,0.05565,0.51692,1.0,5,1,FP,279,0.84598,DNABERT-2 multimodal
DNABERT2_multimodal,165,DCLK2,0,0.33765,0.0481,0.46347,0.0,5,0,TN,1332,0.2626,DNABERT-2 multimodal
DNABERT2_multimodal,166,IZUMO1R,1,0.45532,0.0713,0.52117,0.2,5,0,FN,1018,0.43656,DNABERT-2 multimodal
DNABERT2_multimodal,167,MFSD6L,0,0.30485,0.0286,0.50706,0.0,5,0,TN,1420,0.21385,DNABERT-2 multimodal
DNABERT2_multimodal,168,ZFHX3,0,0.77167,0.04867,0.53519,1.0,5,1,FP,178,0.90194,DNABERT-2 multimodal
DNABERT2_multimodal,169,CCDC197,0,0.61675,0.02304,0.54183,0.8,5,1,FP,579,0.67978,DNABERT-2 multimodal
DNABERT2_multimodal,170,TTI1,1,0.57747,0.05067,0.49403,0.8,5,1,TP,689,0.61884,DNABERT-2 multimodal
DNABERT2_multimodal,171,XPC,0,0.36468,0.04764,0.50939,0.0,5,0,TN,1254,0.30582,DNABERT-2 multimodal
DNABERT2_multimodal,172,IRX6,1,0.25699,0.02125,0.47645,0.0,5,0,FN,1573,0.12909,DNABERT-2 multimodal
DNABERT2_multimodal,173,ITPKC,1,0.33686,0.0388,0.45974,0.0,5,0,FN,1338,0.25928,DNABERT-2 multimodal
DNABERT2_multimodal,174,OR2L5,1,0.73895,0.01475,0.49463,1.0,5,1,TP,261,0.85596,DNABERT-2 multimodal
DNABERT2_multimodal,175,CDCA5,0,0.2487,0.01106,0.49872,0.0,5,0,TN,1601,0.11357,DNABERT-2 multimodal
DNABERT2_multimodal,176,ARPC5L,0,0.48467,0.06329,0.48826,0.6,5,1,FP,932,0.48421,DNABERT-2 multimodal
DNABERT2_multimodal,177,TNFRSF6B,0,0.62581,0.0284,0.4603,1.0,5,1,FP,553,0.69418,DNABERT-2 multimodal
DNABERT2_multimodal,178,U2AF1L4,0,0.4869,0.0416,0.47876,0.8,5,1,FP,921,0.4903,DNABERT-2 multimodal
DNABERT2_multimodal,179,ZNF324B,1,0.72746,0.06628,0.51267,1.0,5,1,TP,287,0.84155,DNABERT-2 multimodal
DNABERT2_multimodal,180,KIF3C,0,0.41986,0.02868,0.55127,0.2,5,0,TN,1115,0.38282,DNABERT-2 multimodal
DNABERT2_multimodal,181,SRP68,0,0.37027,0.01532,0.5532,0.0,5,0,TN,1236,0.31579,DNABERT-2 multimodal
DNABERT2_multimodal,182,NRF1,0,0.4801,0.08754,0.50716,0.4,5,0,TN,951,0.47368,DNABERT-2 multimodal
DNABERT2_multimodal,183,ZNF326,1,0.80189,0.0433,0.51199,1.0,5,1,TP,110,0.93961,DNABERT-2 multimodal
DNABERT2_multimodal,184,IGSF21,1,0.63061,0.02357,0.4759,1.0,5,1,TP,538,0.70249,DNABERT-2 multimodal
DNABERT2_multimodal,185,ASAH1,0,0.32573,0.03471,0.53304,0.0,5,0,TN,1362,0.24598,DNABERT-2 multimodal
DNABERT2_multimodal,186,NPC1,1,0.63078,0.05982,0.51863,0.8,5,1,TP,537,0.70305,DNABERT-2 multimodal
DNABERT2_multimodal,187,ZFAND3,0,0.2297,0.0291,0.52516,0.0,5,0,TN,1658,0.08199,DNABERT-2 multimodal
DNABERT2_multimodal,188,ADRA1D,1,0.75695,0.02218,0.47554,1.0,5,1,TP,210,0.88421,DNABERT-2 multimodal
DNABERT2_multimodal,189,BACE2,0,0.26448,0.01947,0.49656,0.0,5,0,TN,1546,0.14404,DNABERT-2 multimodal
DNABERT2_multimodal,190,OR6M1,0,0.31439,0.04229,0.51833,0.0,5,0,TN,1390,0.23047,DNABERT-2 multimodal
DNABERT2_multimodal,191,LRRK1,0,0.36056,0.08353,0.47211,0.0,5,0,TN,1271,0.2964,DNABERT-2 multimodal
DNABERT2_multimodal,192,TEX101,0,0.49076,0.05366,0.44533,0.6,5,1,FP,913,0.49474,DNABERT-2 multimodal
DNABERT2_multimodal,193,ZNRF3,1,0.59843,0.046,0.55395,0.8,5,1,TP,625,0.65429,DNABERT-2 multimodal
DNABERT2_multimodal,194,RASSF1,0,0.50574,0.03435,0.53712,0.4,5,0,TN,881,0.51246,DNABERT-2 multimodal
DNABERT2_multimodal,195,TRIOBP,0,0.30625,0.03733,0.50018,0.0,5,0,TN,1415,0.21662,DNABERT-2 multimodal
DNABERT2_multimodal,196,EYA1,1,0.47167,0.04137,0.55236,0.2,5,0,FN,975,0.46039,DNABERT-2 multimodal
DNABERT2_multimodal,197,KRT9,1,0.40825,0.03379,0.50723,0.0,5,0,FN,1143,0.36731,DNABERT-2 multimodal
DNABERT2_multimodal,198,UBE2E2,1,0.78899,0.03296,0.48898,1.0,5,1,TP,135,0.92576,DNABERT-2 multimodal
DNABERT2_multimodal,199,ID4,0,0.31528,0.02447,0.49753,0.0,5,0,TN,1386,0.23269,DNABERT-2 multimodal
DNABERT2_multimodal,200,COQ6,0,0.26733,0.06484,0.50337,0.0,5,0,TN,1542,0.14626,DNABERT-2 multimodal
