gene_id,gene_symbol,label,true_label,protein_svm_score,combined_svm_score,protein_svm_pred,combined_svm_pred,protein_correct,combined_correct,protein_error_type,combined_error_type,score_delta_combined_minus_protein,integration_error_group
ENSG00000237765,FAM200B,0,0,0.2427949774003066,0.31898555043306154,0,0,True,True,TN,TN,0.07619057303275495,both_correct
ENSG00000131495,NDUFA2,1,1,0.6174880053437427,0.5534587361242674,1,1,True,True,TP,TP,-0.06402926921947527,both_correct
ENSG00000182993,C12orf60,0,0,0.318733372960026,0.3231391909944751,0,0,True,True,TN,TN,0.0044058180344490605,both_correct
ENSG00000062725,APPBP2,0,0,0.3757008583906554,0.31510278254681384,0,0,True,True,TN,TN,-0.06059807584384158,both_correct
ENSG00000089177,KIF16B,0,0,0.34841944682076265,0.3129181032192709,0,0,True,True,TN,TN,-0.035501343601491764,both_correct
ENSG00000198393,ZNF26,0,0,0.3363069902521487,0.27960422062452334,0,0,True,True,TN,TN,-0.05670276962762538,both_correct
ENSG00000141026,MED9,0,0,0.4577968972949769,0.3398737872041193,0,0,True,True,TN,TN,-0.1179231100908576,both_correct
ENSG00000100290,BIK,0,0,0.36987597459084914,0.3334798482385586,0,0,True,True,TN,TN,-0.03639612635229056,both_correct
ENSG00000127152,BCL11B,1,1,0.7670287218391924,0.7892990582157897,1,1,True,True,TP,TP,0.022270336376597366,both_correct
ENSG00000151366,NDUFC2,1,1,0.6996875926978521,0.6262932092507423,1,1,True,True,TP,TP,-0.0733943834471098,both_correct
ENSG00000164574,GALNT10,1,1,0.7855033030064792,0.7723204433860119,1,1,True,True,TP,TP,-0.01318285962046728,both_correct
ENSG00000176222,ZNF404,0,0,0.22356196914881676,0.24886012886422632,0,0,True,True,TN,TN,0.02529815971540955,both_correct
ENSG00000138738,PRDM5,1,1,0.6708502656362563,0.7008466576008991,1,1,True,True,TP,TP,0.029996391964642877,both_correct
ENSG00000149090,PAMR1,1,1,0.7912624007770874,0.6969693589474761,1,1,True,True,TP,TP,-0.09429304182961129,both_correct
ENSG00000011028,MRC2,1,1,0.5959231325415797,0.7144460353045239,1,1,True,True,TP,TP,0.1185229027629442,both_correct
ENSG00000089094,KDM2B,1,1,0.6347086649343741,0.6378947913045966,1,1,True,True,TP,TP,0.0031861263702225306,both_correct
ENSG00000165271,NOL6,0,0,0.3349316529417921,0.2263278272498524,0,0,True,True,TN,TN,-0.10860382569193971,both_correct
ENSG00000150347,ARID5B,1,1,0.6929876850818036,0.6593051897197595,1,1,True,True,TP,TP,-0.03368249536204415,both_correct
ENSG00000196209,SIRPB2,0,0,0.38776676380638514,0.2658559881370176,0,0,True,True,TN,TN,-0.12191077566936753,both_correct
ENSG00000140382,HMG20A,1,1,0.7210084033387402,0.7633351065492081,1,1,True,True,TP,TP,0.04232670321046794,both_correct
ENSG00000130254,SAFB2,0,0,0.3121952462967549,0.40866270096435225,0,0,True,True,TN,TN,0.09646745466759737,both_correct
ENSG00000179148,ALOXE3,0,0,0.3675921834421772,0.3281132749034082,0,0,True,True,TN,TN,-0.03947890853876901,both_correct
ENSG00000107864,CPEB3,1,1,0.7661177137379389,0.8088238798708142,1,1,True,True,TP,TP,0.042706166132875256,both_correct
ENSG00000139180,NDUFA9,1,1,0.6719458515667731,0.5,1,1,True,True,TP,TP,-0.1719458515667731,both_correct
ENSG00000253250,C8orf88,0,0,0.2976863742793479,0.3839576339433313,0,0,True,True,TN,TN,0.08627125966398341,both_correct
ENSG00000127324,TSPAN8,1,1,0.7098085810332487,0.6138413580591598,1,1,True,True,TP,TP,-0.09596722297408888,both_correct
ENSG00000187676,B3GLCT,1,1,0.5382020885700669,0.6005487039213376,1,1,True,True,TP,TP,0.06234661535127073,both_correct
ENSG00000188869,TMC3,0,0,0.41269764430877176,0.3683179905046825,0,0,True,True,TN,TN,-0.04437965380408926,both_correct
ENSG00000085978,ATG16L1,1,1,0.6227581185526999,0.606896835045516,1,1,True,True,TP,TP,-0.015861283507183965,both_correct
ENSG00000126870,DYNC2I1,0,0,0.38157249164510715,0.42412603873194193,0,0,True,True,TN,TN,0.042553547086834786,both_correct
ENSG00000145901,TNIP1,1,1,0.557140897484397,0.5859856344438091,1,1,True,True,TP,TP,0.028844736959412143,both_correct
ENSG00000135723,FHOD1,0,0,0.35890759621310453,0.3656500371714678,0,0,True,True,TN,TN,0.006742440958363294,both_correct
ENSG00000276644,DACH1,1,1,0.8358703199686011,0.8412290765950956,1,1,True,True,TP,TP,0.005358756626494543,both_correct
ENSG00000020256,ZFP64,1,1,0.6440021937165208,0.6220479559754631,1,1,True,True,TP,TP,-0.021954237741057647,both_correct
ENSG00000169515,CCDC8,0,0,0.16526187988065333,0.13064598550506124,0,0,True,True,TN,TN,-0.03461589437559209,both_correct
ENSG00000152804,HHEX,1,1,0.8146314466501844,0.7984341313288149,1,1,True,True,TP,TP,-0.016197315321369476,both_correct
ENSG00000119013,NDUFB3,1,1,0.7437261048534571,0.7789488388876218,1,1,True,True,TP,TP,0.03522273403416465,both_correct
ENSG00000096654,ZNF184,0,0,0.26024999884577477,0.24026749945792933,0,0,True,True,TN,TN,-0.019982499387845437,both_correct
ENSG00000064607,SUGP2,0,0,0.17545231732612565,0.2803657282983178,0,0,True,True,TN,TN,0.10491341097219214,both_correct
ENSG00000169507,SLC38A11,1,1,0.7241444035560746,0.5753530800777027,1,1,True,True,TP,TP,-0.14879132347837187,both_correct
ENSG00000197056,ZMYM1,0,0,0.19920666998034553,0.25745837734323396,0,0,True,True,TN,TN,0.05825170736288843,both_correct
ENSG00000076685,NT5C2,1,1,0.6863550598677957,0.7101695813971901,1,1,True,True,TP,TP,0.02381452152939445,both_correct
ENSG00000121297,TSHZ3,1,1,0.5944586253976815,0.8087109660330878,1,1,True,True,TP,TP,0.21425234063540632,both_correct
ENSG00000090266,NDUFB2,1,1,0.788765825077766,0.8311564412765862,1,1,True,True,TP,TP,0.04239061619882012,both_correct
ENSG00000164151,ICE1,0,0,0.3017200108884774,0.40055352898029556,0,0,True,True,TN,TN,0.09883351809181817,both_correct
ENSG00000170961,HAS2,1,1,0.7050000284987618,0.6926870356303964,1,1,True,True,TP,TP,-0.012312992868365402,both_correct
ENSG00000121653,MAPK8IP1,1,1,0.6402371028036723,0.5467215667410258,1,1,True,True,TP,TP,-0.09351553606264651,both_correct
ENSG00000149294,NCAM1,1,1,0.655843048283236,0.627625604097991,1,1,True,True,TP,TP,-0.028217444185245077,both_correct
ENSG00000166317,SYNPO2L,0,0,0.2704185530308378,0.16772916286181153,0,0,True,True,TN,TN,-0.10268939016902626,both_correct
ENSG00000141219,MTNAP1,0,0,0.2664486896253426,0.2936356442610358,0,0,True,True,TN,TN,0.02718695463569315,both_correct
ENSG00000080293,SCTR,1,1,0.6259403257294182,0.5794707907217341,1,1,True,True,TP,TP,-0.046469535007684026,both_correct
ENSG00000183648,NDUFB1,1,1,0.728368722503192,0.7382476515948267,1,1,True,True,TP,TP,0.009878929091634792,both_correct
ENSG00000182450,KCNK4,0,0,0.4798567295366499,0.4871894130252537,0,0,True,True,TN,TN,0.007332683488603831,both_correct
ENSG00000125450,NUP85,0,0,0.32271749672556016,0.273575711140681,0,0,True,True,TN,TN,-0.04914178558487914,both_correct
ENSG00000100170,SLC5A1,1,1,0.6980409968960747,0.7723746163335174,1,1,True,True,TP,TP,0.07433361943744277,both_correct
ENSG00000171105,INSR,1,1,0.780523276958573,0.8175041195739547,1,1,True,True,TP,TP,0.036980842615381704,both_correct
ENSG00000173482,PTPRM,1,1,0.6970720281125927,0.7513796823688041,1,1,True,True,TP,TP,0.054307654256211424,both_correct
ENSG00000186010,NDUFA13,1,1,0.603571216250444,0.6943614231678334,1,1,True,True,TP,TP,0.09079020691738948,both_correct
ENSG00000149289,ZC3H12C,1,1,0.5906503856191894,0.7547395751873887,1,1,True,True,TP,TP,0.1640891895681993,both_correct
ENSG00000033030,ZCCHC8,0,0,0.396464796287255,0.2959023289906321,0,0,True,True,TN,TN,-0.10056246729662288,both_correct
ENSG00000156675,RAB11FIP1,0,0,0.3707642603427159,0.3309840453715161,0,0,True,True,TN,TN,-0.03978021497119982,both_correct
ENSG00000152684,PELO,1,1,0.5615730344551675,0.5268617823271178,1,1,True,True,TP,TP,-0.03471125212804971,both_correct
ENSG00000101997,CCDC22,0,0,0.2453455866782956,0.21682914154860178,0,0,True,True,TN,TN,-0.028516445129693813,both_correct
ENSG00000140262,TCF12,1,1,0.7664150476478033,0.7981763256656644,1,1,True,True,TP,TP,0.031761278017861105,both_correct
ENSG00000016082,ISL1,1,1,0.7818201754895862,0.7613900294916479,1,1,True,True,TP,TP,-0.020430145997938243,both_correct
ENSG00000043591,ADRB1,1,1,0.7390251134944681,0.798947734996903,1,1,True,True,TP,TP,0.05992262150243488,both_correct
ENSG00000167792,NDUFV1,1,1,0.7256688020464807,0.8046324069688265,1,1,True,True,TP,TP,0.07896360492234589,both_correct
ENSG00000267855,NDUFA7,1,1,0.7015943811762564,0.7594340082755626,1,1,True,True,TP,TP,0.057839627099306234,both_correct
ENSG00000177483,RBM44,0,0,0.42830174063730764,0.4050978378299768,0,0,True,True,TN,TN,-0.023203902807330812,both_correct
ENSG00000162992,NEUROD1,1,1,0.790309534530756,0.8184619691616912,1,1,True,True,TP,TP,0.028152434630935197,both_correct
ENSG00000105559,PLEKHA4,0,0,0.3150390291730179,0.29702466386671533,0,0,True,True,TN,TN,-0.01801436530630257,both_correct
ENSG00000258890,CEP95,0,0,0.24505298180383547,0.2660345962862341,0,0,True,True,TN,TN,0.02098161448239863,both_correct
ENSG00000139515,PDX1,1,1,0.6704928840374214,0.706994774909654,1,1,True,True,TP,TP,0.036501890872232656,both_correct
ENSG00000127334,DYRK2,1,1,0.733463050211349,0.8058006136841755,1,1,True,True,TP,TP,0.0723375634728265,both_correct
ENSG00000157388,CACNA1D,1,1,0.7753502415268735,0.7985175679877733,1,1,True,True,TP,TP,0.023167326460899806,both_correct
ENSG00000074706,IPCEF1,0,0,0.4516675037571314,0.25911039530971325,0,0,True,True,TN,TN,-0.19255710844741813,both_correct
ENSG00000129347,KRI1,0,0,0.20552480900044465,0.3025342058931356,0,0,True,True,TN,TN,0.09700939689269097,both_correct
ENSG00000184384,MAML2,1,1,0.7046388584718084,0.657310174592018,1,1,True,True,TP,TP,-0.04732868387979039,both_correct
ENSG00000268940,CT45A1,0,0,0.32758638875095514,0.37572121465477815,0,0,True,True,TN,TN,0.04813482590382301,both_correct
ENSG00000145888,GLRA1,1,1,0.720266647651694,0.6610908354813226,1,1,True,True,TP,TP,-0.05917581217037138,both_correct
ENSG00000079432,CIC,0,0,0.4193420804290829,0.3782150295004484,0,0,True,True,TN,TN,-0.0411270509286345,both_correct
ENSG00000156853,ZNF689,0,0,0.38717496102014576,0.34487300923001435,0,0,True,True,TN,TN,-0.04230195179013141,both_correct
ENSG00000118620,ZNF430,0,0,0.2326977743009927,0.36103725614132604,0,0,True,True,TN,TN,0.12833948184033334,both_correct
ENSG00000181264,TLCD5,0,0,0.4326571201993101,0.3134083223304534,0,0,True,True,TN,TN,-0.11924879786885667,both_correct
ENSG00000187537,POTEG,0,0,0.2365065306333218,0.2471177089685904,0,0,True,True,TN,TN,0.01061117833526859,both_correct
ENSG00000141665,FBXO15,0,0,0.2596310735585715,0.37647606345644125,0,0,True,True,TN,TN,0.11684498989786973,both_correct
ENSG00000053254,FOXN3,1,1,0.8225253082274956,0.8846304866219546,1,1,True,True,TP,TP,0.06210517839445906,both_correct
ENSG00000197635,DPP4,1,1,0.6669799997060443,0.7289001790025025,1,1,True,True,TP,TP,0.06192017929645821,both_correct
ENSG00000073792,IGF2BP2,1,1,0.7210828712733263,0.7645275406386697,1,1,True,True,TP,TP,0.043444669365343414,both_correct
ENSG00000125970,RALY,1,1,0.7210935543473225,0.7581183645267768,1,1,True,True,TP,TP,0.03702481017945436,both_correct
ENSG00000145284,SCD5,1,1,0.7148203152729276,0.7419018457283405,1,1,True,True,TP,TP,0.02708153045541295,both_correct
ENSG00000187626,ZKSCAN4,0,0,0.23964113298915393,0.20218698726396714,0,0,True,True,TN,TN,-0.037454145725186794,both_correct
ENSG00000116205,TCEANC2,0,0,0.23239576788902291,0.23047250190428933,0,0,True,True,TN,TN,-0.0019232659847335798,both_correct
ENSG00000184209,SNRNP35,0,0,0.22809805582533232,0.25530467280829217,0,0,True,True,TN,TN,0.02720661698295984,both_correct
ENSG00000089639,GMIP,0,0,0.26211878258459187,0.23977400501500234,0,0,True,True,TN,TN,-0.022344777569589525,both_correct
ENSG00000176087,SLC35A4,0,0,0.39153021774235564,0.3459045837838089,0,0,True,True,TN,TN,-0.04562563395854674,both_correct
ENSG00000183508,TENT5C,1,1,0.6071496307835164,0.5614672293822339,1,1,True,True,TP,TP,-0.045682401401282435,both_correct
ENSG00000162069,BICDL2,0,0,0.2593510895325941,0.2190436534826017,0,0,True,True,TN,TN,-0.0403074360499924,both_correct
ENSG00000129450,SIGLEC9,0,0,0.2500483419877637,0.21489044526775825,0,0,True,True,TN,TN,-0.035157896720005466,both_correct
ENSG00000221818,EBF2,1,1,0.7159370238968292,0.6967151788929487,1,1,True,True,TP,TP,-0.019221845003880578,both_correct
ENSG00000117154,IGSF21,1,1,0.6700591932585879,0.620838533480293,1,1,True,True,TP,TP,-0.04922065977829482,both_correct
ENSG00000102891,MT4,0,0,0.3436062078895206,0.29165867105945115,0,0,True,True,TN,TN,-0.051947536830069474,both_correct
ENSG00000286038,SPDYE13,0,0,0.1084280850521806,0.08982272349593882,0,0,True,True,TN,TN,-0.018605361556241776,both_correct
ENSG00000163281,GNPDA2,1,1,0.6442331091006882,0.6044308859136849,1,1,True,True,TP,TP,-0.03980222318700333,both_correct
ENSG00000101057,MYBL2,1,1,0.5451857586753639,0.6386895377152683,1,1,True,True,TP,TP,0.09350377903990437,both_correct
ENSG00000132972,RNF17,0,0,0.3005022551215789,0.17867868093343856,0,0,True,True,TN,TN,-0.12182357418814035,both_correct
ENSG00000154767,XPC,0,0,0.1888850994161574,0.15875638182466392,0,0,True,True,TN,TN,-0.030128717591493465,both_correct
ENSG00000196110,ZNF699,0,0,0.2000924903352985,0.1638187170815831,0,0,True,True,TN,TN,-0.03627377325371539,both_correct
ENSG00000139174,PRICKLE1,1,1,0.5317085588149032,0.5909716118003914,1,1,True,True,TP,TP,0.059263052985488174,both_correct
ENSG00000006468,ETV1,1,1,0.8061217951782096,0.8240977419985035,1,1,True,True,TP,TP,0.01797594682029391,both_correct
ENSG00000184986,TMEM121,0,0,0.3447423743648827,0.49313369289643594,0,0,True,True,TN,TN,0.14839131853155324,both_correct
ENSG00000196131,VN1R2,0,0,0.18910113986503727,0.19122938727959593,0,0,True,True,TN,TN,0.002128247414558665,both_correct
ENSG00000132437,DDC,1,1,0.6224521468443628,0.6450038884120635,1,1,True,True,TP,TP,0.02255174156770068,both_correct
ENSG00000179044,EXOC3L1,0,0,0.18033954585102027,0.14509646784773284,0,0,True,True,TN,TN,-0.03524307800328744,both_correct
ENSG00000104490,NCALD,1,1,0.7493288867538755,0.6916168341772163,1,1,True,True,TP,TP,-0.057712052576659234,both_correct
ENSG00000100139,MICALL1,0,0,0.3659473967197314,0.3797422616904483,0,0,True,True,TN,TN,0.013794864970716858,both_correct
ENSG00000278558,TMEM191B,0,0,0.2181499752084085,0.19720310383944326,0,0,True,True,TN,TN,-0.020946871368965253,both_correct
ENSG00000021762,OSBPL5,0,0,0.28682069011737354,0.3731500324957566,0,0,True,True,TN,TN,0.08632934237838308,both_correct
ENSG00000115339,GALNT3,1,1,0.7839412771354403,0.6852166385594767,1,1,True,True,TP,TP,-0.09872463857596359,both_correct
ENSG00000274749,KRTAP7-1,0,0,0.3562149462460934,0.3581770219299349,0,0,True,True,TN,TN,0.001962075683841491,both_correct
ENSG00000077044,DGKD,1,1,0.5115701314013804,0.6409774109678585,1,1,True,True,TP,TP,0.12940727956647813,both_correct
ENSG00000159267,HLCS,0,0,0.30802000681133507,0.45122034034661673,0,0,True,True,TN,TN,0.14320033353528167,both_correct
ENSG00000140675,SLC5A2,1,1,0.6802679427676918,0.668805203547375,1,1,True,True,TP,TP,-0.011462739220316709,both_correct
ENSG00000169129,AFAP1L2,1,1,0.6183240961239999,0.5795494030458055,1,1,True,True,TP,TP,-0.03877469307819437,both_correct
ENSG00000100078,PLA2G3,0,0,0.27042411945810185,0.26436576540562623,0,0,True,True,TN,TN,-0.006058354052475623,both_correct
ENSG00000187223,LCE2D,0,0,0.26189967492216787,0.26330466231623745,0,0,True,True,TN,TN,0.001404987394069579,both_correct
ENSG00000143337,TOR1AIP1,0,0,0.36492530939470197,0.1863685430520709,0,0,True,True,TN,TN,-0.17855676634263107,both_correct
ENSG00000198945,L3MBTL3,1,1,0.7674000536169743,0.7058291441372436,1,1,True,True,TP,TP,-0.06157090947973065,both_correct
ENSG00000072501,SMC1A,0,0,0.3825940210796812,0.33757856941710745,0,0,True,True,TN,TN,-0.04501545166257376,both_correct
ENSG00000173838,MARCHF10,0,0,0.30938264042401226,0.29259277769938274,0,0,True,True,TN,TN,-0.016789862724629512,both_correct
ENSG00000106460,TMEM106B,1,1,0.7089439058165052,0.5509733281438549,1,1,True,True,TP,TP,-0.15797057767265033,both_correct
ENSG00000120690,ELF1,1,1,0.7038448322159178,0.6475312479956596,1,1,True,True,TP,TP,-0.05631358422025812,both_correct
ENSG00000188060,RAB42,0,0,0.25209229049818344,0.2758595186520284,0,0,True,True,TN,TN,0.023767228153844966,both_correct
ENSG00000128683,GAD1,1,1,0.7621097110442118,0.8134238284345724,1,1,True,True,TP,TP,0.051314117390360625,both_correct
ENSG00000169857,AVEN,0,0,0.3369979596631832,0.29772255330309993,0,0,True,True,TN,TN,-0.039275406360083254,both_correct
ENSG00000154269,ENPP3,1,1,0.7380835442732829,0.6451406040505099,1,1,True,True,TP,TP,-0.09294294022277305,both_correct
ENSG00000134697,GNL2,0,0,0.3455454619273622,0.4541455897583693,0,0,True,True,TN,TN,0.10860012783100709,both_correct
ENSG00000172046,USP19,0,0,0.39009084102237784,0.379536701163385,0,0,True,True,TN,TN,-0.01055413985899284,both_correct
ENSG00000177614,PGBD5,0,0,0.2707300312998423,0.4643095282985065,0,0,True,True,TN,TN,0.19357949699866422,both_correct
ENSG00000143995,MEIS1,1,1,0.6969476887565186,0.7875372440325016,1,1,True,True,TP,TP,0.090589555275983,both_correct
ENSG00000018625,ATP1A2,1,1,0.7423908374102146,0.7722876496962918,1,1,True,True,TP,TP,0.029896812286077212,both_correct
ENSG00000004059,ARF5,1,1,0.539654922917846,0.5855066457235111,1,1,True,True,TP,TP,0.045851722805665074,both_correct
ENSG00000176809,LRRC37A3,0,0,0.16763930292173398,0.22640369145188805,0,0,True,True,TN,TN,0.05876438853015406,both_correct
ENSG00000128335,APOL2,0,0,0.14870412958861803,0.17195851429578837,0,0,True,True,TN,TN,0.02325438470717034,both_correct
ENSG00000119772,DNMT3A,1,1,0.6867216472478276,0.7938687724207305,1,1,True,True,TP,TP,0.10714712517290292,both_correct
ENSG00000257335,MGAM,1,1,0.8115527285676364,0.7105967174743247,1,1,True,True,TP,TP,-0.10095601109331165,both_correct
ENSG00000276950,GSTT4,0,0,0.3905344281370058,0.485300127709027,0,0,True,True,TN,TN,0.09476569957202119,both_correct
ENSG00000151276,MAGI1,1,1,0.7378780342047194,0.6936290401309414,1,1,True,True,TP,TP,-0.044248994073778025,both_correct
ENSG00000179397,CATSPERE,0,0,0.2624255678005809,0.3280426713694707,0,0,True,True,TN,TN,0.06561710356888978,both_correct
