path,suffix,size_kb,clue_count,sample
/content/drive/MyDrive/Project_Protein/model/phase2_genomic_regulatory_baseline/features/X_train_k3_plus_basic_v1.csv,.csv,1935.46,86,"seq_length,A_count,C_count,G_count,T_count,A_frac,C_frac,G_frac,T_frac,GC_count,AT_count,GC_content,AT_content,CpG_count,CpG_density,CpG_observed_expected,GC_skew,AT_skew,purine_frac_AG,pyrimidine_frac_CT,GC_content_bin_01,GC_content_bin_02,GC_content_bin_03,GC_content_bin_04,GC_content_bin_05,GC_content_bin_06,GC_content_bin_07,GC_content_bin_08,GC_content_bin_09,GC_content_bin_10,GC_content_upstream_2kb,GC_content_downstream_500bp,GC_content_tss_near_500bp,CpG_count_upstream_2kb,CpG_count_down"
/content/drive/MyDrive/Project_Protein/model/phase3_multimodal_integration/phase3_2_error_modality_contribution/results/phase3_2C_top_genomic_features_combined_lr.csv,.csv,2.88,50,"feature,coefficient,abs_coefficient,modality k4_GTAG,-0.03648944404573647,0.03648944404573647,genomic k4_GGTA,-0.027391249076618055,0.027391249076618055,genomic k4_ACCA,-0.026826950416710817,0.026826950416710817,genomic k4_TCTG,-0.02639367870129794,0.02639367870129794,genomic k4_CTGT,-0.025097668444904346,0.025097668444904346,genomic k4_CCGA,-0.024708146772745326,0.024708146772745326,genomic k4_CCAT,-0.024555671474481955,0.024555671474481955,genomic k4_TGAC,0.02376067496470851,0.0237606749647085"
/content/drive/MyDrive/Project_Protein/model/phase2_genomic_regulatory_baseline/features/X_val_basic_gc_cpg_skew_bins_v1.csv,.csv,63.95,22,"seq_length,A_count,C_count,G_count,T_count,A_frac,C_frac,G_frac,T_frac,GC_count,AT_count,GC_content,AT_content,CpG_count,CpG_density,CpG_observed_expected,GC_skew,AT_skew,purine_frac_AG,pyrimidine_frac_CT,GC_content_bin_01,GC_content_bin_02,GC_content_bin_03,GC_content_bin_04,GC_content_bin_05,GC_content_bin_06,GC_content_bin_07,GC_content_bin_08,GC_content_bin_09,GC_content_bin_10,GC_content_upstream_2kb,GC_content_downstream_500bp,GC_content_tss_near_500bp,CpG_count_upstream_2kb,CpG_count_down"
/content/drive/MyDrive/Project_Protein/model/phase2_genomic_regulatory_baseline/features/X_test_basic_gc_cpg_skew_bins_v1.csv,.csv,63.99,22,"seq_length,A_count,C_count,G_count,T_count,A_frac,C_frac,G_frac,T_frac,GC_count,AT_count,GC_content,AT_content,CpG_count,CpG_density,CpG_observed_expected,GC_skew,AT_skew,purine_frac_AG,pyrimidine_frac_CT,GC_content_bin_01,GC_content_bin_02,GC_content_bin_03,GC_content_bin_04,GC_content_bin_05,GC_content_bin_06,GC_content_bin_07,GC_content_bin_08,GC_content_bin_09,GC_content_bin_10,GC_content_upstream_2kb,GC_content_downstream_500bp,GC_content_tss_near_500bp,CpG_count_upstream_2kb,CpG_count_down"
/content/drive/MyDrive/Project_Protein/model/phase2_genomic_regulatory_baseline/features/X_train_basic_gc_cpg_skew_bins_v1.csv,.csv,296.34,22,"seq_length,A_count,C_count,G_count,T_count,A_frac,C_frac,G_frac,T_frac,GC_count,AT_count,GC_content,AT_content,CpG_count,CpG_density,CpG_observed_expected,GC_skew,AT_skew,purine_frac_AG,pyrimidine_frac_CT,GC_content_bin_01,GC_content_bin_02,GC_content_bin_03,GC_content_bin_04,GC_content_bin_05,GC_content_bin_06,GC_content_bin_07,GC_content_bin_08,GC_content_bin_09,GC_content_bin_10,GC_content_upstream_2kb,GC_content_downstream_500bp,GC_content_tss_near_500bp,CpG_count_upstream_2kb,CpG_count_down"
/content/drive/MyDrive/Project_Protein/model/phase14b_fix_genomic_feature_mapping/results/phase14b_feature_name_candidate_files.csv,.csv,2.03,10,"path,shape,column_used,n_cleaned_names,is_expected_356,preview /content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_group_importance.csv,""(1, 6)"",feature_group,1,False,['Other_basic'] /content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv,""(356, 5)"",feature_name,356,True,""['genomic_feature_320', 'genomic_feature_223', 'genomic_feature_227', 'genomic_feat"
/content/drive/MyDrive/Project_Protein/model/phase2_genomic_regulatory_baseline/results/phase2_1_genomic_feature_ablation_5fold_cv_v1.csv,.csv,4.83,8,"feature_set,n_features,model,train_roc_auc_mean,train_roc_auc_std,cv_roc_auc_mean,cv_roc_auc_std,cv_f1_mean,cv_f1_std,cv_pr_auc_mean,cv_pr_auc_std,cv_mcc_mean,cv_mcc_std,overfit_gap_train_minus_cv K3 + K4 + K5 + Basic,1380,SVM RBF,0.9938406232786882,0.0008086167677632959,0.6244221456444929,0.02111298996525229,0.5753792398191886,0.03472136481005446,0.6247228456390621,0.02395593348218249,0.17485940725198912,0.04938408719651985,0.3694184776341952 K3 + K4 + K5 + Basic,1380,Random Forest,1.0,7.021666"
/content/drive/MyDrive/Project_Protein/model/phase14b_fix_genomic_feature_mapping/results/phase14b_feature_order_sensitivity_group_permutation.csv,.csv,1.05,4,"assumed_order,feature_group,n_features,sum_importance,mean_importance,max_importance,mapping_option K3_64 + K4_256 + Basic_36,K4_kmer,209,0.079854,0.00038208,0.004972,A K3_64 + K4_256 + Basic_36,GC_content,69,0.04035,0.00058478,0.005506,A K3_64 + K4_256 + Basic_36,K3_kmer,56,0.018521,0.00033073,0.003782,A K3_64 + K4_256 + Basic_36,Other_basic,2,0.008938,0.004469,0.00579,A K3_64 + K4_256 + Basic_36,Skew,7,0.005317,0.00075957,0.002588,A K3_64 + K4_256 + Basic_36,CpG_related,9,0.002367,0.000263,0.0"
/content/drive/MyDrive/Project_Protein/model/phase14b_fix_genomic_feature_mapping/results/phase14b_feature_order_sensitivity_group_shap.csv,.csv,1.12,4,"assumed_order,feature_group,n_features,sum_mean_abs_shap,mean_abs_shap,max_abs_shap,mapping_option K3_64 + K4_256 + Basic_36,K4_kmer,209,0.20784327,0.00099447,0.00495251,A K3_64 + K4_256 + Basic_36,K3_kmer,56,0.07216813,0.00128872,0.00672182,A K3_64 + K4_256 + Basic_36,GC_content,69,0.05550936,0.00080448,0.00426235,A K3_64 + K4_256 + Basic_36,Skew,7,0.00694211,0.00099173,0.00202662,A K3_64 + K4_256 + Basic_36,CpG_related,9,0.00556103,0.00061789,0.00115979,A K3_64 + K4_256 + Basic_36,Other_basic,"
/content/drive/MyDrive/Project_Protein/model/phase14b_fix_genomic_feature_mapping/results/phase14b_manuscript_ready_corrected_explainability_wording.csv,.csv,2.14,4,"section,text Methods - Corrected Genomic Feature Mapping,""For handcrafted genomic explainability, feature names were mapped to interpretable sequence feature groups. The K3/K4/Basic representation contained 356 features, corresponding to K3 k-mer, K4 k-mer and basic sequence-composition features. Feature groups included K3 k-mers, K4 k-mers, GC-content features, CpG-related features, skew features, nucleotide-composition features and other basic descriptors. Original feature names were loaded fr"
/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_manuscript_ready_explainability_wording.csv,.csv,4.56,4,"section,text Methods - Explainability Analysis,""Explainability analysis was added to complement the biological validation. Because the main multimodal models included high-dimensional protein and genomic representations, two levels of explainability were evaluated. First, block-level permutation importance was used to quantify the contribution of the protein and genomic modality blocks. For each trained multimodal model, the protein block and genomic block were permuted separately on the test se"
/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/enrichment_results/gprofiler_enrichment_Protein_only_ProtBERT_SW_top100.csv,.csv,138.0,3,"source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,gene_list_name,input_n_genes,input_genes,minus_log10_p_value,t2d_relevance_score,matched_biological_groups GO:MF,GO:0008137,NADH dehydrogenase (ubiquinone) activity,1.2581274803536847e-08,True,""""""Catalysis of the reaction: NADH + ubiquinone + 5 H+(in) = NAD+ + ubiquinol + 4 H+(out)."""" [RHEA:29091]"",41,97,8,20208,0.08247422680412371"
/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/results/phase8_all_expanded_enrichment_results.csv,.csv,1001.84,3,"source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,gene_list_name,input_n_genes,input_genes,minus_log10_p_value,t2d_relevance_score,matched_biological_groups GO:MF,GO:0008137,NADH dehydrogenase (ubiquinone) activity,1.2581274803536847e-08,True,""""""Catalysis of the reaction: NADH + ubiquinone + 5 H+(in) = NAD+ + ubiquinol + 4 H+(out)."""" [RHEA:29091]"",41,97,8,20208,0.08247422680412371"
/content/drive/MyDrive/Project_Protein/model/phase2_genomic_regulatory_baseline/results/phase2_1_feature_qc_summary_v1.csv,.csv,0.37,2,"feature_set,n_train,n_val,n_test,n_features,train_missing_values,val_missing_values,test_missing_values,train_inf_values,val_inf_values,test_inf_values Basic GC/CpG/skew/bins,1264,271,271,36,0,0,0,0,0,0 K3 + Basic,1264,271,271,100,0,0,0,0,0,0 K4 + Basic,1264,271,271,292,0,0,0,0,0,0 K3 + K4 + Basic,1264,271,271,356,0,0,0,0,0,0 K3 + K4 + K5 + Basic,1264,271,271,1380,0,0,0,0,0,0 "
/content/drive/MyDrive/Project_Protein/model/phase4_biological_validation_preparation/results/phase4_0A_final_master_comparison_table.csv,.csv,2.08,2,"phase,branch,representation,embedding_policy,feature_type,model,selection_policy,threshold_policy,test_roc_auc,test_pr_auc,test_f1,test_mcc,main_note 3.1,Multimodal,ProtBERT SW + K3/K4/Basic,early fusion direct concatenation,protein embedding + genomic handcrafted,SVM RBF,validation ROC-AUC,default_0.5,0.729,0.7573,0.659,0.3438,Official multimodal integration model 3.1,Protein shared split,ProtBERT SW,shared split,protein foundation embedding,SVM RBF,validation ROC-AUC,default_0.5,0.7274,0.7433,"
/content/drive/MyDrive/Project_Protein/model/final_report_tables/csv/table1_final_model_comparison.csv,.csv,2.12,2,"rank_by_roc_auc,phase,branch,representation,embedding_policy,feature_type,model,selection_policy,threshold_policy,test_roc_auc,test_pr_auc,test_f1,test_mcc,main_note 1,3.1,Multimodal,ProtBERT SW + K3/K4/Basic,early fusion direct concatenation,protein embedding + genomic handcrafted,SVM RBF,validation ROC-AUC,default_0.5,0.729,0.7573,0.659,0.3438,Official multimodal integration model 2,3.1,Protein shared split,ProtBERT SW,shared split,protein foundation embedding,SVM RBF,validation ROC-AUC,defaul"
