feature_index,feature_name,coefficient,abs_coefficient,block,feature_group
465,protein_emb_465,-0.58648328,0.58648328,Protein_ProtBERT_SW_block,Protein_embedding
1214,genomic_genomic_feature_190,-0.58569047,0.58569047,Genomic_K3K4Basic_block,Other_basic
629,protein_emb_629,0.5845043,0.5845043,Protein_ProtBERT_SW_block,Protein_embedding
996,protein_emb_996,0.58123901,0.58123901,Protein_ProtBERT_SW_block,Protein_embedding
759,protein_emb_759,-0.57917394,0.57917394,Protein_ProtBERT_SW_block,Protein_embedding
1053,genomic_genomic_feature_29,0.57252628,0.57252628,Genomic_K3K4Basic_block,Other_basic
876,protein_emb_876,-0.57202367,0.57202367,Protein_ProtBERT_SW_block,Protein_embedding
1046,genomic_genomic_feature_22,0.57202027,0.57202027,Genomic_K3K4Basic_block,Other_basic
1166,genomic_genomic_feature_142,-0.57085675,0.57085675,Genomic_K3K4Basic_block,Other_basic
15,protein_emb_15,0.56872423,0.56872423,Protein_ProtBERT_SW_block,Protein_embedding
33,protein_emb_33,0.56396278,0.56396278,Protein_ProtBERT_SW_block,Protein_embedding
207,protein_emb_207,-0.56261531,0.56261531,Protein_ProtBERT_SW_block,Protein_embedding
624,protein_emb_624,-0.56183617,0.56183617,Protein_ProtBERT_SW_block,Protein_embedding
1009,protein_emb_1009,0.56164063,0.56164063,Protein_ProtBERT_SW_block,Protein_embedding
677,protein_emb_677,-0.56129002,0.56129002,Protein_ProtBERT_SW_block,Protein_embedding
377,protein_emb_377,0.56075565,0.56075565,Protein_ProtBERT_SW_block,Protein_embedding
327,protein_emb_327,-0.55959764,0.55959764,Protein_ProtBERT_SW_block,Protein_embedding
810,protein_emb_810,0.55743944,0.55743944,Protein_ProtBERT_SW_block,Protein_embedding
225,protein_emb_225,-0.54835428,0.54835428,Protein_ProtBERT_SW_block,Protein_embedding
359,protein_emb_359,0.54756265,0.54756265,Protein_ProtBERT_SW_block,Protein_embedding
256,protein_emb_256,0.5427257,0.5427257,Protein_ProtBERT_SW_block,Protein_embedding
146,protein_emb_146,-0.5416922,0.5416922,Protein_ProtBERT_SW_block,Protein_embedding
612,protein_emb_612,0.53657609,0.53657609,Protein_ProtBERT_SW_block,Protein_embedding
242,protein_emb_242,-0.53594521,0.53594521,Protein_ProtBERT_SW_block,Protein_embedding
784,protein_emb_784,-0.53488038,0.53488038,Protein_ProtBERT_SW_block,Protein_embedding
941,protein_emb_941,-0.53415103,0.53415103,Protein_ProtBERT_SW_block,Protein_embedding
92,protein_emb_92,-0.53398138,0.53398138,Protein_ProtBERT_SW_block,Protein_embedding
8,protein_emb_8,0.53180581,0.53180581,Protein_ProtBERT_SW_block,Protein_embedding
77,protein_emb_77,0.52975942,0.52975942,Protein_ProtBERT_SW_block,Protein_embedding
487,protein_emb_487,0.528192,0.528192,Protein_ProtBERT_SW_block,Protein_embedding
43,protein_emb_43,0.52817377,0.52817377,Protein_ProtBERT_SW_block,Protein_embedding
689,protein_emb_689,-0.52698208,0.52698208,Protein_ProtBERT_SW_block,Protein_embedding
994,protein_emb_994,0.52626486,0.52626486,Protein_ProtBERT_SW_block,Protein_embedding
286,protein_emb_286,0.52487249,0.52487249,Protein_ProtBERT_SW_block,Protein_embedding
459,protein_emb_459,0.52423899,0.52423899,Protein_ProtBERT_SW_block,Protein_embedding
666,protein_emb_666,-0.52230908,0.52230908,Protein_ProtBERT_SW_block,Protein_embedding
1252,genomic_genomic_feature_228,-0.52199164,0.52199164,Genomic_K3K4Basic_block,Other_basic
1369,genomic_genomic_feature_345,-0.52065104,0.52065104,Genomic_K3K4Basic_block,Other_basic
1299,genomic_genomic_feature_275,-0.52059196,0.52059196,Genomic_K3K4Basic_block,Other_basic
208,protein_emb_208,-0.52024482,0.52024482,Protein_ProtBERT_SW_block,Protein_embedding
298,protein_emb_298,0.51993793,0.51993793,Protein_ProtBERT_SW_block,Protein_embedding
184,protein_emb_184,0.51934572,0.51934572,Protein_ProtBERT_SW_block,Protein_embedding
707,protein_emb_707,0.5173446,0.5173446,Protein_ProtBERT_SW_block,Protein_embedding
703,protein_emb_703,0.51591266,0.51591266,Protein_ProtBERT_SW_block,Protein_embedding
1019,protein_emb_1019,0.51439594,0.51439594,Protein_ProtBERT_SW_block,Protein_embedding
1176,genomic_genomic_feature_152,0.51396764,0.51396764,Genomic_K3K4Basic_block,Other_basic
1230,genomic_genomic_feature_206,0.51342104,0.51342104,Genomic_K3K4Basic_block,Other_basic
109,protein_emb_109,-0.51313591,0.51313591,Protein_ProtBERT_SW_block,Protein_embedding
177,protein_emb_177,0.5087922,0.5087922,Protein_ProtBERT_SW_block,Protein_embedding
992,protein_emb_992,0.50872448,0.50872448,Protein_ProtBERT_SW_block,Protein_embedding
281,protein_emb_281,-0.50643239,0.50643239,Protein_ProtBERT_SW_block,Protein_embedding
698,protein_emb_698,-0.50621903,0.50621903,Protein_ProtBERT_SW_block,Protein_embedding
66,protein_emb_66,-0.50619758,0.50619758,Protein_ProtBERT_SW_block,Protein_embedding
1246,genomic_genomic_feature_222,0.50541203,0.50541203,Genomic_K3K4Basic_block,Other_basic
193,protein_emb_193,-0.50424524,0.50424524,Protein_ProtBERT_SW_block,Protein_embedding
600,protein_emb_600,-0.50407271,0.50407271,Protein_ProtBERT_SW_block,Protein_embedding
270,protein_emb_270,0.50208225,0.50208225,Protein_ProtBERT_SW_block,Protein_embedding
172,protein_emb_172,0.5012447,0.5012447,Protein_ProtBERT_SW_block,Protein_embedding
961,protein_emb_961,0.50038919,0.50038919,Protein_ProtBERT_SW_block,Protein_embedding
284,protein_emb_284,0.50030535,0.50030535,Protein_ProtBERT_SW_block,Protein_embedding
1048,genomic_genomic_feature_24,-0.49599038,0.49599038,Genomic_K3K4Basic_block,Other_basic
1247,genomic_genomic_feature_223,-0.49532878,0.49532878,Genomic_K3K4Basic_block,Other_basic
418,protein_emb_418,-0.49331944,0.49331944,Protein_ProtBERT_SW_block,Protein_embedding
205,protein_emb_205,-0.49219196,0.49219196,Protein_ProtBERT_SW_block,Protein_embedding
28,protein_emb_28,-0.4914418,0.4914418,Protein_ProtBERT_SW_block,Protein_embedding
497,protein_emb_497,-0.49106031,0.49106031,Protein_ProtBERT_SW_block,Protein_embedding
101,protein_emb_101,0.4894161,0.4894161,Protein_ProtBERT_SW_block,Protein_embedding
859,protein_emb_859,-0.4875613,0.4875613,Protein_ProtBERT_SW_block,Protein_embedding
62,protein_emb_62,-0.48716491,0.48716491,Protein_ProtBERT_SW_block,Protein_embedding
54,protein_emb_54,-0.48580489,0.48580489,Protein_ProtBERT_SW_block,Protein_embedding
780,protein_emb_780,0.48566941,0.48566941,Protein_ProtBERT_SW_block,Protein_embedding
988,protein_emb_988,0.48451114,0.48451114,Protein_ProtBERT_SW_block,Protein_embedding
241,protein_emb_241,0.48223094,0.48223094,Protein_ProtBERT_SW_block,Protein_embedding
114,protein_emb_114,-0.48188645,0.48188645,Protein_ProtBERT_SW_block,Protein_embedding
198,protein_emb_198,0.48107538,0.48107538,Protein_ProtBERT_SW_block,Protein_embedding
1045,genomic_genomic_feature_21,-0.48052008,0.48052008,Genomic_K3K4Basic_block,Other_basic
816,protein_emb_816,0.47976906,0.47976906,Protein_ProtBERT_SW_block,Protein_embedding
535,protein_emb_535,-0.47973057,0.47973057,Protein_ProtBERT_SW_block,Protein_embedding
164,protein_emb_164,-0.47758754,0.47758754,Protein_ProtBERT_SW_block,Protein_embedding
631,protein_emb_631,0.4775238,0.4775238,Protein_ProtBERT_SW_block,Protein_embedding
85,protein_emb_85,-0.47571118,0.47571118,Protein_ProtBERT_SW_block,Protein_embedding
1251,genomic_genomic_feature_227,0.47534051,0.47534051,Genomic_K3K4Basic_block,Other_basic
808,protein_emb_808,0.47391857,0.47391857,Protein_ProtBERT_SW_block,Protein_embedding
1323,genomic_genomic_feature_299,-0.47377157,0.47377157,Genomic_K3K4Basic_block,Other_basic
452,protein_emb_452,0.47344764,0.47344764,Protein_ProtBERT_SW_block,Protein_embedding
63,protein_emb_63,-0.4724879,0.4724879,Protein_ProtBERT_SW_block,Protein_embedding
344,protein_emb_344,-0.47238133,0.47238133,Protein_ProtBERT_SW_block,Protein_embedding
1254,genomic_genomic_feature_230,0.47196392,0.47196392,Genomic_K3K4Basic_block,Other_basic
1349,genomic_genomic_feature_325,0.47132146,0.47132146,Genomic_K3K4Basic_block,Other_basic
264,protein_emb_264,0.47091367,0.47091367,Protein_ProtBERT_SW_block,Protein_embedding
797,protein_emb_797,-0.4708682,0.4708682,Protein_ProtBERT_SW_block,Protein_embedding
883,protein_emb_883,0.46962289,0.46962289,Protein_ProtBERT_SW_block,Protein_embedding
470,protein_emb_470,-0.46924352,0.46924352,Protein_ProtBERT_SW_block,Protein_embedding
55,protein_emb_55,-0.46803213,0.46803213,Protein_ProtBERT_SW_block,Protein_embedding
982,protein_emb_982,-0.467509,0.467509,Protein_ProtBERT_SW_block,Protein_embedding
541,protein_emb_541,0.46734258,0.46734258,Protein_ProtBERT_SW_block,Protein_embedding
577,protein_emb_577,-0.46716893,0.46716893,Protein_ProtBERT_SW_block,Protein_embedding
622,protein_emb_622,-0.4657933,0.4657933,Protein_ProtBERT_SW_block,Protein_embedding
126,protein_emb_126,-0.46229895,0.46229895,Protein_ProtBERT_SW_block,Protein_embedding
1213,genomic_genomic_feature_189,0.46170129,0.46170129,Genomic_K3K4Basic_block,Other_basic
150,protein_emb_150,-0.45974298,0.45974298,Protein_ProtBERT_SW_block,Protein_embedding
1263,genomic_genomic_feature_239,0.45699076,0.45699076,Genomic_K3K4Basic_block,Other_basic
214,protein_emb_214,0.45550373,0.45550373,Protein_ProtBERT_SW_block,Protein_embedding
1149,genomic_genomic_feature_125,-0.45521109,0.45521109,Genomic_K3K4Basic_block,Other_basic
1232,genomic_genomic_feature_208,0.45515768,0.45515768,Genomic_K3K4Basic_block,Other_basic
305,protein_emb_305,-0.45504502,0.45504502,Protein_ProtBERT_SW_block,Protein_embedding
1200,genomic_genomic_feature_176,-0.45501409,0.45501409,Genomic_K3K4Basic_block,Other_basic
125,protein_emb_125,-0.45413537,0.45413537,Protein_ProtBERT_SW_block,Protein_embedding
846,protein_emb_846,0.45408712,0.45408712,Protein_ProtBERT_SW_block,Protein_embedding
966,protein_emb_966,0.45290926,0.45290926,Protein_ProtBERT_SW_block,Protein_embedding
40,protein_emb_40,-0.45289089,0.45289089,Protein_ProtBERT_SW_block,Protein_embedding
202,protein_emb_202,0.45214814,0.45214814,Protein_ProtBERT_SW_block,Protein_embedding
1133,genomic_genomic_feature_109,-0.45131784,0.45131784,Genomic_K3K4Basic_block,Other_basic
721,protein_emb_721,0.45094092,0.45094092,Protein_ProtBERT_SW_block,Protein_embedding
897,protein_emb_897,0.44843681,0.44843681,Protein_ProtBERT_SW_block,Protein_embedding
463,protein_emb_463,0.44822292,0.44822292,Protein_ProtBERT_SW_block,Protein_embedding
952,protein_emb_952,-0.44648987,0.44648987,Protein_ProtBERT_SW_block,Protein_embedding
555,protein_emb_555,-0.44590495,0.44590495,Protein_ProtBERT_SW_block,Protein_embedding
529,protein_emb_529,-0.44535211,0.44535211,Protein_ProtBERT_SW_block,Protein_embedding
106,protein_emb_106,-0.44506551,0.44506551,Protein_ProtBERT_SW_block,Protein_embedding
1283,genomic_genomic_feature_259,0.44325533,0.44325533,Genomic_K3K4Basic_block,Other_basic
539,protein_emb_539,-0.44198813,0.44198813,Protein_ProtBERT_SW_block,Protein_embedding
977,protein_emb_977,-0.44144043,0.44144043,Protein_ProtBERT_SW_block,Protein_embedding
508,protein_emb_508,0.44057244,0.44057244,Protein_ProtBERT_SW_block,Protein_embedding
1184,genomic_genomic_feature_160,0.44026337,0.44026337,Genomic_K3K4Basic_block,Other_basic
376,protein_emb_376,-0.43932114,0.43932114,Protein_ProtBERT_SW_block,Protein_embedding
258,protein_emb_258,0.43854547,0.43854547,Protein_ProtBERT_SW_block,Protein_embedding
997,protein_emb_997,0.43762942,0.43762942,Protein_ProtBERT_SW_block,Protein_embedding
486,protein_emb_486,-0.43646228,0.43646228,Protein_ProtBERT_SW_block,Protein_embedding
1280,genomic_genomic_feature_256,0.43449294,0.43449294,Genomic_K3K4Basic_block,Other_basic
1327,genomic_genomic_feature_303,-0.43140364,0.43140364,Genomic_K3K4Basic_block,Other_basic
297,protein_emb_297,0.43086123,0.43086123,Protein_ProtBERT_SW_block,Protein_embedding
349,protein_emb_349,-0.43023329,0.43023329,Protein_ProtBERT_SW_block,Protein_embedding
582,protein_emb_582,-0.42960903,0.42960903,Protein_ProtBERT_SW_block,Protein_embedding
681,protein_emb_681,0.42553323,0.42553323,Protein_ProtBERT_SW_block,Protein_embedding
822,protein_emb_822,0.42350256,0.42350256,Protein_ProtBERT_SW_block,Protein_embedding
23,protein_emb_23,0.42330162,0.42330162,Protein_ProtBERT_SW_block,Protein_embedding
753,protein_emb_753,-0.42309176,0.42309176,Protein_ProtBERT_SW_block,Protein_embedding
815,protein_emb_815,-0.42143287,0.42143287,Protein_ProtBERT_SW_block,Protein_embedding
807,protein_emb_807,-0.42088157,0.42088157,Protein_ProtBERT_SW_block,Protein_embedding
56,protein_emb_56,0.42055949,0.42055949,Protein_ProtBERT_SW_block,Protein_embedding
1333,genomic_genomic_feature_309,0.41962512,0.41962512,Genomic_K3K4Basic_block,Other_basic
97,protein_emb_97,-0.41960255,0.41960255,Protein_ProtBERT_SW_block,Protein_embedding
740,protein_emb_740,-0.41886648,0.41886648,Protein_ProtBERT_SW_block,Protein_embedding
79,protein_emb_79,-0.41554951,0.41554951,Protein_ProtBERT_SW_block,Protein_embedding
561,protein_emb_561,-0.41371865,0.41371865,Protein_ProtBERT_SW_block,Protein_embedding
853,protein_emb_853,0.41291422,0.41291422,Protein_ProtBERT_SW_block,Protein_embedding
562,protein_emb_562,-0.4124085,0.4124085,Protein_ProtBERT_SW_block,Protein_embedding
864,protein_emb_864,0.41212659,0.41212659,Protein_ProtBERT_SW_block,Protein_embedding
415,protein_emb_415,0.41003264,0.41003264,Protein_ProtBERT_SW_block,Protein_embedding
337,protein_emb_337,-0.40962051,0.40962051,Protein_ProtBERT_SW_block,Protein_embedding
840,protein_emb_840,0.40863306,0.40863306,Protein_ProtBERT_SW_block,Protein_embedding
886,protein_emb_886,-0.40653866,0.40653866,Protein_ProtBERT_SW_block,Protein_embedding
574,protein_emb_574,-0.40652912,0.40652912,Protein_ProtBERT_SW_block,Protein_embedding
839,protein_emb_839,0.40605011,0.40605011,Protein_ProtBERT_SW_block,Protein_embedding
1278,genomic_genomic_feature_254,0.40596634,0.40596634,Genomic_K3K4Basic_block,Other_basic
34,protein_emb_34,0.40524645,0.40524645,Protein_ProtBERT_SW_block,Protein_embedding
502,protein_emb_502,0.40387423,0.40387423,Protein_ProtBERT_SW_block,Protein_embedding
569,protein_emb_569,0.40335734,0.40335734,Protein_ProtBERT_SW_block,Protein_embedding
1305,genomic_genomic_feature_281,0.40286509,0.40286509,Genomic_K3K4Basic_block,Other_basic
1050,genomic_genomic_feature_26,0.40259777,0.40259777,Genomic_K3K4Basic_block,Other_basic
798,protein_emb_798,0.40127561,0.40127561,Protein_ProtBERT_SW_block,Protein_embedding
701,protein_emb_701,0.40108808,0.40108808,Protein_ProtBERT_SW_block,Protein_embedding
175,protein_emb_175,-0.40098533,0.40098533,Protein_ProtBERT_SW_block,Protein_embedding
850,protein_emb_850,-0.40098399,0.40098399,Protein_ProtBERT_SW_block,Protein_embedding
584,protein_emb_584,0.40089125,0.40089125,Protein_ProtBERT_SW_block,Protein_embedding
69,protein_emb_69,-0.4000242,0.4000242,Protein_ProtBERT_SW_block,Protein_embedding
301,protein_emb_301,0.39978886,0.39978886,Protein_ProtBERT_SW_block,Protein_embedding
1375,genomic_genomic_feature_351,0.39946559,0.39946559,Genomic_K3K4Basic_block,Other_basic
911,protein_emb_911,0.39912997,0.39912997,Protein_ProtBERT_SW_block,Protein_embedding
195,protein_emb_195,-0.39788352,0.39788352,Protein_ProtBERT_SW_block,Protein_embedding
124,protein_emb_124,-0.39778047,0.39778047,Protein_ProtBERT_SW_block,Protein_embedding
777,protein_emb_777,-0.39731395,0.39731395,Protein_ProtBERT_SW_block,Protein_embedding
1130,genomic_genomic_feature_106,-0.39687103,0.39687103,Genomic_K3K4Basic_block,Other_basic
1312,genomic_genomic_feature_288,-0.39678664,0.39678664,Genomic_K3K4Basic_block,Other_basic
522,protein_emb_522,0.39623107,0.39623107,Protein_ProtBERT_SW_block,Protein_embedding
1266,genomic_genomic_feature_242,0.39496706,0.39496706,Genomic_K3K4Basic_block,Other_basic
1317,genomic_genomic_feature_293,-0.39476303,0.39476303,Genomic_K3K4Basic_block,Other_basic
110,protein_emb_110,-0.39446874,0.39446874,Protein_ProtBERT_SW_block,Protein_embedding
237,protein_emb_237,-0.39209399,0.39209399,Protein_ProtBERT_SW_block,Protein_embedding
597,protein_emb_597,-0.39157187,0.39157187,Protein_ProtBERT_SW_block,Protein_embedding
223,protein_emb_223,0.39152755,0.39152755,Protein_ProtBERT_SW_block,Protein_embedding
50,protein_emb_50,0.38816778,0.38816778,Protein_ProtBERT_SW_block,Protein_embedding
881,protein_emb_881,-0.38663779,0.38663779,Protein_ProtBERT_SW_block,Protein_embedding
767,protein_emb_767,0.38553255,0.38553255,Protein_ProtBERT_SW_block,Protein_embedding
885,protein_emb_885,-0.38426151,0.38426151,Protein_ProtBERT_SW_block,Protein_embedding
958,protein_emb_958,-0.3812183,0.3812183,Protein_ProtBERT_SW_block,Protein_embedding
1255,genomic_genomic_feature_231,0.3806673,0.3806673,Genomic_K3K4Basic_block,Other_basic
866,protein_emb_866,-0.38018643,0.38018643,Protein_ProtBERT_SW_block,Protein_embedding
354,protein_emb_354,-0.37846685,0.37846685,Protein_ProtBERT_SW_block,Protein_embedding
132,protein_emb_132,-0.37839953,0.37839953,Protein_ProtBERT_SW_block,Protein_embedding
1129,genomic_genomic_feature_105,0.37829676,0.37829676,Genomic_K3K4Basic_block,Other_basic
695,protein_emb_695,-0.3771875,0.3771875,Protein_ProtBERT_SW_block,Protein_embedding
186,protein_emb_186,0.37691771,0.37691771,Protein_ProtBERT_SW_block,Protein_embedding
39,protein_emb_39,-0.37558438,0.37558438,Protein_ProtBERT_SW_block,Protein_embedding
262,protein_emb_262,-0.37548189,0.37548189,Protein_ProtBERT_SW_block,Protein_embedding
389,protein_emb_389,-0.37498104,0.37498104,Protein_ProtBERT_SW_block,Protein_embedding
1336,genomic_genomic_feature_312,0.37398815,0.37398815,Genomic_K3K4Basic_block,Other_basic
913,protein_emb_913,-0.37311814,0.37311814,Protein_ProtBERT_SW_block,Protein_embedding
973,protein_emb_973,0.37229677,0.37229677,Protein_ProtBERT_SW_block,Protein_embedding
111,protein_emb_111,0.3721926,0.3721926,Protein_ProtBERT_SW_block,Protein_embedding
1144,genomic_genomic_feature_120,-0.37125425,0.37125425,Genomic_K3K4Basic_block,Other_basic
81,protein_emb_81,0.37094848,0.37094848,Protein_ProtBERT_SW_block,Protein_embedding
801,protein_emb_801,0.37046867,0.37046867,Protein_ProtBERT_SW_block,Protein_embedding
1014,protein_emb_1014,-0.36791832,0.36791832,Protein_ProtBERT_SW_block,Protein_embedding
271,protein_emb_271,-0.36760645,0.36760645,Protein_ProtBERT_SW_block,Protein_embedding
1127,genomic_genomic_feature_103,-0.36684529,0.36684529,Genomic_K3K4Basic_block,Other_basic
504,protein_emb_504,-0.36516841,0.36516841,Protein_ProtBERT_SW_block,Protein_embedding
134,protein_emb_134,-0.36470384,0.36470384,Protein_ProtBERT_SW_block,Protein_embedding
1150,genomic_genomic_feature_126,0.36387752,0.36387752,Genomic_K3K4Basic_block,Other_basic
1224,genomic_genomic_feature_200,-0.36350206,0.36350206,Genomic_K3K4Basic_block,Other_basic
1350,genomic_genomic_feature_326,-0.36348916,0.36348916,Genomic_K3K4Basic_block,Other_basic
771,protein_emb_771,0.36207375,0.36207375,Protein_ProtBERT_SW_block,Protein_embedding
362,protein_emb_362,-0.36026025,0.36026025,Protein_ProtBERT_SW_block,Protein_embedding
786,protein_emb_786,-0.35855101,0.35855101,Protein_ProtBERT_SW_block,Protein_embedding
230,protein_emb_230,-0.3579172,0.3579172,Protein_ProtBERT_SW_block,Protein_embedding
1241,genomic_genomic_feature_217,0.3576802,0.3576802,Genomic_K3K4Basic_block,Other_basic
