gene_id,gene_symbol_protein,label_protein,protein_row_index,original_protein_split,gene_symbol_genomic,label_genomic,genomic_row_index,original_genomic_split,label_match,label,gene_symbol
ENSG00000158636,EMSY,1,47,train,EMSY,1,223,train,True,1,EMSY
ENSG00000163872,YEATS2,0,48,train,YEATS2,0,1156,train,True,0,YEATS2
ENSG00000164935,DCSTAMP,1,49,train,DCSTAMP,1,255,train,True,1,DCSTAMP
ENSG00000197381,ADARB1,1,50,train,ADARB1,1,1471,validation,True,1,ADARB1
ENSG00000174502,SLC26A9,1,51,train,SLC26A9,1,1012,train,True,1,SLC26A9
ENSG00000221914,PPP2R2A,1,52,train,PPP2R2A,1,1263,train,True,1,PPP2R2A
ENSG00000116786,PLEKHM2,1,53,train,PLEKHM2,1,974,train,True,1,PLEKHM2
ENSG00000170906,NDUFA3,1,54,train,NDUFA3,1,386,train,True,1,NDUFA3
ENSG00000148426,PROSER2,0,55,train,PROSER2,0,1119,train,True,0,PROSER2
ENSG00000100350,FOXRED2,0,56,train,FOXRED2,0,676,train,True,0,FOXRED2
ENSG00000136634,IL10,1,57,train,IL10,1,1131,train,True,1,IL10
ENSG00000070540,WIPI1,1,58,train,WIPI1,1,1578,test,True,1,WIPI1
ENSG00000169019,COMMD8,0,59,train,COMMD8,0,873,train,True,0,COMMD8
ENSG00000068078,FGFR3,1,60,train,FGFR3,1,1715,test,True,1,FGFR3
ENSG00000189420,ZFP92,0,61,train,ZFP92,0,1727,test,True,0,ZFP92
ENSG00000140873,ADAMTS18,1,62,train,ADAMTS18,1,245,train,True,1,ADAMTS18
ENSG00000099139,PCSK5,0,63,train,PCSK5,0,1401,validation,True,0,PCSK5
ENSG00000100139,MICALL1,0,64,train,MICALL1,0,1482,validation,True,0,MICALL1
ENSG00000184144,CNTN2,1,65,train,CNTN2,1,704,train,True,1,CNTN2
ENSG00000203485,INF2,0,66,train,INF2,0,18,train,True,0,INF2
ENSG00000197635,DPP4,1,67,train,DPP4,1,1062,train,True,1,DPP4
ENSG00000217236,SP9,1,68,train,SP9,1,1769,test,True,1,SP9
ENSG00000100078,PLA2G3,0,69,train,PLA2G3,0,684,train,True,0,PLA2G3
ENSG00000179397,CATSPERE,0,70,train,CATSPERE,0,1353,validation,True,0,CATSPERE
ENSG00000055955,ITIH4,1,71,train,ITIH4,1,174,train,True,1,ITIH4
ENSG00000116852,KIF21B,0,72,train,KIF21B,0,1223,train,True,0,KIF21B
ENSG00000146802,TMEM168,0,73,train,TMEM168,0,310,train,True,0,TMEM168
ENSG00000125356,NDUFA1,1,74,train,NDUFA1,1,1492,validation,True,1,NDUFA1
ENSG00000033100,CHPF2,0,75,train,CHPF2,0,1716,test,True,0,CHPF2
ENSG00000153707,PTPRD,1,76,train,PTPRD,1,760,train,True,1,PTPRD
ENSG00000171824,EXOSC10,0,77,train,EXOSC10,0,1563,test,True,0,EXOSC10
ENSG00000114416,FXR1,1,78,train,FXR1,1,106,train,True,1,FXR1
ENSG00000118971,CCND2,1,79,train,CCND2,1,1271,validation,True,1,CCND2
ENSG00000148606,POLR3A,0,80,train,POLR3A,0,1101,train,True,0,POLR3A
ENSG00000185022,MAFF,1,81,train,MAFF,1,1600,test,True,1,MAFF
ENSG00000187678,SPRY4,1,82,train,SPRY4,1,1127,train,True,1,SPRY4
ENSG00000170606,HSPA4,1,83,train,HSPA4,1,1021,train,True,1,HSPA4
ENSG00000122376,SHLD2,0,84,train,SHLD2,0,988,train,True,0,SHLD2
ENSG00000047315,POLR2B,0,85,train,POLR2B,0,1153,train,True,0,POLR2B
ENSG00000174206,KICS2,0,86,train,KICS2,0,1348,validation,True,0,KICS2
ENSG00000066084,DIP2B,0,87,train,DIP2B,0,1425,validation,True,0,DIP2B
ENSG00000124787,RPP40,0,88,train,RPP40,0,1720,test,True,0,RPP40
ENSG00000164161,HHIP,1,89,train,HHIP,1,993,train,True,1,HHIP
ENSG00000186635,ARAP1,1,90,train,ARAP1,1,779,train,True,1,ARAP1
ENSG00000129696,TTI2,0,91,train,TTI2,0,1520,validation,True,0,TTI2
ENSG00000141026,MED9,0,92,train,MED9,0,86,train,True,0,MED9
ENSG00000115993,TRAK2,0,93,train,TRAK2,0,1030,train,True,0,TRAK2
ENSG00000030110,BAK1,1,94,train,BAK1,1,1767,test,True,1,BAK1
ENSG00000122778,KIAA1549,0,95,train,KIAA1549,0,912,train,True,0,KIAA1549
ENSG00000158497,HMHB1,1,96,train,HMHB1,1,478,train,True,1,HMHB1
ENSG00000266074,BAHCC1,0,97,train,BAHCC1,0,340,train,True,0,BAHCC1
ENSG00000175787,ZNF169,1,98,train,ZNF169,1,12,train,True,1,ZNF169
ENSG00000135776,ABCB10,1,99,train,ABCB10,1,1063,train,True,1,ABCB10
ENSG00000068831,RASGRP2,0,100,train,RASGRP2,0,687,train,True,0,RASGRP2
ENSG00000229665,PRR20C,0,101,train,PRR20C,0,39,train,True,0,PRR20C
ENSG00000134247,PTGFRN,1,102,train,PTGFRN,1,932,train,True,1,PTGFRN
ENSG00000163599,CTLA4,1,103,train,CTLA4,1,1604,test,True,1,CTLA4
ENSG00000063169,BICRA,0,104,train,BICRA,0,745,train,True,0,BICRA
ENSG00000151465,CDC123,1,105,train,CDC123,1,473,train,True,1,CDC123
ENSG00000101463,SYNDIG1,1,106,train,SYNDIG1,1,1688,test,True,1,SYNDIG1
ENSG00000167619,TMEM145,0,107,train,TMEM145,0,1280,validation,True,0,TMEM145
ENSG00000100418,DESI1,0,108,train,DESI1,0,333,train,True,0,DESI1
ENSG00000171595,DNAI2,0,109,train,DNAI2,0,123,train,True,0,DNAI2
ENSG00000164124,TMEM144,1,110,train,TMEM144,1,203,train,True,1,TMEM144
ENSG00000184304,PRKD1,1,111,train,PRKD1,1,305,train,True,1,PRKD1
ENSG00000130749,ZC3H4,1,112,train,ZC3H4,1,157,train,True,1,ZC3H4
ENSG00000203985,LDLRAD1,0,113,train,LDLRAD1,0,66,train,True,0,LDLRAD1
ENSG00000109501,WFS1,1,114,train,WFS1,1,551,train,True,1,WFS1
ENSG00000123146,ADGRE5,0,115,train,ADGRE5,0,880,train,True,0,ADGRE5
ENSG00000166669,ATF7IP2,0,116,train,ATF7IP2,0,926,train,True,0,ATF7IP2
ENSG00000188559,RALGAPA2,0,117,train,RALGAPA2,0,1757,test,True,0,RALGAPA2
ENSG00000267368,UPK3BL1,0,118,train,UPK3BL1,0,168,train,True,0,UPK3BL1
ENSG00000171067,C11orf24,0,119,train,C11orf24,0,918,train,True,0,C11orf24
ENSG00000124789,NUP153,0,120,train,NUP153,0,1620,test,True,0,NUP153
ENSG00000134243,SORT1,1,121,train,SORT1,1,338,train,True,1,SORT1
ENSG00000196839,ADA,1,122,train,ADA,1,1434,validation,True,1,ADA
ENSG00000163870,TPRA1,0,123,train,TPRA1,0,1256,train,True,0,TPRA1
ENSG00000196584,XRCC2,0,124,train,XRCC2,0,1489,validation,True,0,XRCC2
ENSG00000160460,SPTBN4,0,125,train,SPTBN4,0,957,train,True,0,SPTBN4
ENSG00000204930,FAM221B,0,126,train,FAM221B,0,850,train,True,0,FAM221B
ENSG00000066382,MPPED2,1,127,train,MPPED2,1,977,train,True,1,MPPED2
ENSG00000074201,CLNS1A,0,128,train,CLNS1A,0,143,train,True,0,CLNS1A
ENSG00000105792,CFAP69,1,129,train,CFAP69,1,1666,test,True,1,CFAP69
ENSG00000100711,ZFYVE21,0,130,train,ZFYVE21,0,1260,train,True,0,ZFYVE21
ENSG00000066135,KDM4A,0,131,train,KDM4A,0,323,train,True,0,KDM4A
ENSG00000182810,DDX28,0,132,train,DDX28,0,1022,train,True,0,DDX28
ENSG00000165695,AK8,0,134,train,AK8,0,1105,train,True,0,AK8
ENSG00000140718,FTO,1,135,train,FTO,1,1317,validation,True,1,FTO
ENSG00000182180,MRPS16,0,136,train,MRPS16,0,703,train,True,0,MRPS16
ENSG00000196616,ADH1B,1,137,train,ADH1B,1,88,train,True,1,ADH1B
ENSG00000165169,DYNLT3,0,138,train,DYNLT3,0,1187,train,True,0,DYNLT3
ENSG00000107959,PITRM1,0,139,train,PITRM1,0,379,train,True,0,PITRM1
ENSG00000113302,IL12B,1,140,train,IL12B,1,1544,test,True,1,IL12B
ENSG00000152270,PDE3B,1,141,train,PDE3B,1,1623,test,True,1,PDE3B
ENSG00000152076,CCDC74B,0,142,train,CCDC74B,0,851,train,True,0,CCDC74B
ENSG00000185619,PCGF3,1,143,train,PCGF3,1,833,train,True,1,PCGF3
ENSG00000092096,SLC22A17,0,144,train,SLC22A17,0,929,train,True,0,SLC22A17
ENSG00000075035,WSCD2,1,145,train,WSCD2,1,1089,train,True,1,WSCD2
ENSG00000104043,ATP8B4,0,146,train,ATP8B4,0,100,train,True,0,ATP8B4
ENSG00000205669,ACOT6,0,147,train,ACOT6,0,80,train,True,0,ACOT6
ENSG00000276043,UHRF1,1,148,train,UHRF1,1,283,train,True,1,UHRF1
ENSG00000170262,MRAP,0,149,train,MRAP,0,2,train,True,0,MRAP
ENSG00000025156,HSF2,0,150,train,HSF2,0,1221,train,True,0,HSF2
ENSG00000255713,OR4D2,0,151,train,OR4D2,0,1389,validation,True,0,OR4D2
ENSG00000100034,PPM1F,0,152,train,PPM1F,0,1242,train,True,0,PPM1F
ENSG00000243480,AMY2A,1,153,train,AMY2A,1,107,train,True,1,AMY2A
ENSG00000101680,LAMA1,1,154,train,LAMA1,1,149,train,True,1,LAMA1
ENSG00000198752,CDC42BPB,0,155,train,CDC42BPB,0,242,train,True,0,CDC42BPB
ENSG00000184986,TMEM121,0,156,train,TMEM121,0,1189,train,True,0,TMEM121
ENSG00000222011,FAM185A,1,157,train,FAM185A,1,49,train,True,1,FAM185A
ENSG00000099991,CABIN1,0,158,train,CABIN1,0,458,train,True,0,CABIN1
ENSG00000163116,STPG2,0,159,train,STPG2,0,207,train,True,0,STPG2
ENSG00000087152,ATXN7L3,0,160,train,ATXN7L3,0,1023,train,True,0,ATXN7L3
ENSG00000131725,WDR44,0,161,train,WDR44,0,636,train,True,0,WDR44
ENSG00000126337,KRT36,0,162,train,KRT36,0,38,train,True,0,KRT36
ENSG00000136159,NUDT15,0,163,train,NUDT15,0,586,train,True,0,NUDT15
ENSG00000196646,ZNF136,0,164,train,ZNF136,0,1202,train,True,0,ZNF136
ENSG00000168528,SERINC2,0,165,train,SERINC2,0,701,train,True,0,SERINC2
ENSG00000170390,DCLK2,1,166,train,DCLK2,1,1788,test,True,1,DCLK2
ENSG00000183560,IZUMO1R,0,167,train,IZUMO1R,0,1765,test,True,0,IZUMO1R
ENSG00000185156,MFSD6L,0,168,train,MFSD6L,0,152,train,True,0,MFSD6L
ENSG00000140836,ZFHX3,1,169,train,ZFHX3,1,644,train,True,1,ZFHX3
ENSG00000175699,CCDC197,0,170,train,CCDC197,0,272,train,True,0,CCDC197
ENSG00000101407,TTI1,0,171,train,TTI1,0,881,train,True,0,TTI1
ENSG00000154767,XPC,0,172,train,XPC,0,1605,test,True,0,XPC
ENSG00000159387,IRX6,1,173,train,IRX6,1,98,train,True,1,IRX6
ENSG00000086544,ITPKC,0,174,train,ITPKC,0,158,train,True,0,ITPKC
ENSG00000197454,OR2L5,0,175,train,OR2L5,0,1354,validation,True,0,OR2L5
ENSG00000146670,CDCA5,0,176,train,CDCA5,0,1322,validation,True,0,CDCA5
ENSG00000136950,ARPC5L,0,177,train,ARPC5L,0,583,train,True,0,ARPC5L
ENSG00000243509,TNFRSF6B,1,178,train,TNFRSF6B,1,621,train,True,1,TNFRSF6B
ENSG00000161265,U2AF1L4,0,179,train,U2AF1L4,0,1439,validation,True,0,U2AF1L4
ENSG00000249471,ZNF324B,0,180,train,ZNF324B,0,1324,validation,True,0,ZNF324B
ENSG00000084731,KIF3C,1,181,train,KIF3C,1,1711,test,True,1,KIF3C
ENSG00000167881,SRP68,0,182,train,SRP68,0,1407,validation,True,0,SRP68
ENSG00000106459,NRF1,1,183,train,NRF1,1,95,train,True,1,NRF1
ENSG00000162664,ZNF326,0,184,train,ZNF326,0,231,train,True,0,ZNF326
ENSG00000117154,IGSF21,1,185,train,IGSF21,1,1528,validation,True,1,IGSF21
ENSG00000104763,ASAH1,1,186,train,ASAH1,1,966,train,True,1,ASAH1
ENSG00000141458,NPC1,1,187,train,NPC1,1,170,train,True,1,NPC1
ENSG00000156639,ZFAND3,1,188,train,ZFAND3,1,156,train,True,1,ZFAND3
ENSG00000171873,ADRA1D,1,189,train,ADRA1D,1,1150,train,True,1,ADRA1D
ENSG00000182240,BACE2,1,190,train,BACE2,1,256,train,True,1,BACE2
ENSG00000196099,OR6M1,0,191,train,OR6M1,0,1426,validation,True,0,OR6M1
ENSG00000154237,LRRK1,1,192,train,LRRK1,1,534,train,True,1,LRRK1
ENSG00000131126,TEX101,0,193,train,TEX101,0,1760,test,True,0,TEX101
ENSG00000183579,ZNRF3,1,194,train,ZNRF3,1,380,train,True,1,ZNRF3
ENSG00000068028,RASSF1,0,195,train,RASSF1,0,914,train,True,0,RASSF1
ENSG00000100106,TRIOBP,0,196,train,TRIOBP,0,1154,train,True,0,TRIOBP
ENSG00000104313,EYA1,1,197,train,EYA1,1,1496,validation,True,1,EYA1
ENSG00000171403,KRT9,0,198,train,KRT9,0,160,train,True,0,KRT9
ENSG00000182247,UBE2E2,1,199,train,UBE2E2,1,60,train,True,1,UBE2E2
ENSG00000172201,ID4,1,200,train,ID4,1,982,train,True,1,ID4
ENSG00000119723,COQ6,0,201,train,COQ6,0,1556,test,True,0,COQ6
ENSG00000173950,XXYLT1,0,202,train,XXYLT1,0,3,train,True,0,XXYLT1
ENSG00000156304,SCAF4,0,203,train,SCAF4,0,94,train,True,0,SCAF4
ENSG00000114098,ARMC8,0,204,train,ARMC8,0,1198,train,True,0,ARMC8
ENSG00000196476,C20orf96,0,205,train,C20orf96,0,421,train,True,0,C20orf96
ENSG00000170819,BFSP2,0,206,train,BFSP2,0,1473,validation,True,0,BFSP2
ENSG00000276547,PCDHGB5,0,207,train,PCDHGB5,0,526,train,True,0,PCDHGB5
ENSG00000044090,CUL7,0,208,train,CUL7,0,1766,test,True,0,CUL7
ENSG00000164684,ZNF704,0,209,train,ZNF704,0,446,train,True,0,ZNF704
ENSG00000147180,ZNF711,0,210,train,ZNF711,0,504,train,True,0,ZNF711
ENSG00000050767,COL23A1,0,211,train,COL23A1,0,727,train,True,0,COL23A1
ENSG00000205186,FABP9,0,212,train,FABP9,0,249,train,True,0,FABP9
ENSG00000100241,SBF1,0,213,train,SBF1,0,339,train,True,0,SBF1
ENSG00000143995,MEIS1,1,214,train,MEIS1,1,1504,validation,True,1,MEIS1
ENSG00000128833,MYO5C,1,215,train,MYO5C,1,1650,test,True,1,MYO5C
ENSG00000008083,JARID2,1,216,train,JARID2,1,254,train,True,1,JARID2
ENSG00000176155,CCDC57,0,217,train,CCDC57,0,625,train,True,0,CCDC57
ENSG00000182463,TSHZ2,1,218,train,TSHZ2,1,1376,validation,True,1,TSHZ2
ENSG00000141452,RMC1,1,219,train,RMC1,1,411,train,True,1,RMC1
ENSG00000284791,SMIM41,0,220,train,SMIM41,0,426,train,True,0,SMIM41
ENSG00000122679,RAMP3,1,221,train,RAMP3,1,707,train,True,1,RAMP3
ENSG00000088930,XRN2,0,222,train,XRN2,0,596,train,True,0,XRN2
ENSG00000135837,CEP350,0,223,train,CEP350,0,720,train,True,0,CEP350
ENSG00000033030,ZCCHC8,0,224,train,ZCCHC8,0,332,train,True,0,ZCCHC8
ENSG00000138286,FAM149B1,0,225,train,FAM149B1,0,1343,validation,True,0,FAM149B1
ENSG00000166928,MS4A14,0,226,train,MS4A14,0,1388,validation,True,0,MS4A14
ENSG00000145888,GLRA1,1,227,train,GLRA1,1,1638,test,True,1,GLRA1
ENSG00000143776,CDC42BPA,1,228,train,CDC42BPA,1,1754,test,True,1,CDC42BPA
ENSG00000169856,ONECUT1,1,229,train,ONECUT1,1,1381,validation,True,1,ONECUT1
ENSG00000145780,FEM1C,0,230,train,FEM1C,0,1615,test,True,0,FEM1C
ENSG00000137309,HMGA1,1,231,train,HMGA1,1,72,train,True,1,HMGA1
ENSG00000077063,CTTNBP2,1,232,train,CTTNBP2,1,1246,train,True,1,CTTNBP2
ENSG00000100461,RBM23,0,233,train,RBM23,0,1122,train,True,0,RBM23
ENSG00000143869,GDF7,1,234,train,GDF7,1,1078,train,True,1,GDF7
ENSG00000113231,PDE8B,1,235,train,PDE8B,1,793,train,True,1,PDE8B
ENSG00000145247,OCIAD2,1,236,train,OCIAD2,1,1026,train,True,1,OCIAD2
ENSG00000131732,ZCCHC9,0,237,train,ZCCHC9,0,1684,test,True,0,ZCCHC9
ENSG00000125815,CST8,0,238,train,CST8,0,1328,validation,True,0,CST8
ENSG00000101096,NFATC2,1,239,train,NFATC2,1,367,train,True,1,NFATC2
ENSG00000205359,SLCO6A1,1,240,train,SLCO6A1,1,485,train,True,1,SLCO6A1
ENSG00000133943,DGLUCY,0,241,train,DGLUCY,0,890,train,True,0,DGLUCY
ENSG00000273820,USP27X,0,242,train,USP27X,0,289,train,True,0,USP27X
ENSG00000060749,QSER1,1,243,train,QSER1,1,390,train,True,1,QSER1
ENSG00000154822,PLCL2,1,244,train,PLCL2,1,443,train,True,1,PLCL2
ENSG00000166004,CEP295,0,245,train,CEP295,0,1562,test,True,0,CEP295
ENSG00000073849,ST6GAL1,1,246,train,ST6GAL1,1,1660,test,True,1,ST6GAL1
ENSG00000174791,RIN1,0,247,train,RIN1,0,404,train,True,0,RIN1
ENSG00000214279,SCART1,0,248,train,SCART1,0,735,train,True,0,SCART1
ENSG00000126860,EVI2A,1,249,train,EVI2A,1,1006,train,True,1,EVI2A
ENSG00000065371,ROPN1,0,250,train,ROPN1,0,103,train,True,0,ROPN1
ENSG00000087589,CASS4,0,251,train,CASS4,0,645,train,True,0,CASS4
ENSG00000086475,SEPHS1,0,252,train,SEPHS1,0,1749,test,True,0,SEPHS1
ENSG00000197386,HTT,1,253,train,HTT,1,973,train,True,1,HTT
ENSG00000043143,JADE2,1,254,train,JADE2,1,1526,validation,True,1,JADE2
ENSG00000180257,ZNF816,0,255,train,ZNF816,0,51,train,True,0,ZNF816
ENSG00000171105,INSR,1,256,train,INSR,1,939,train,True,1,INSR
ENSG00000079689,SCGN,1,257,train,SCGN,1,816,train,True,1,SCGN
ENSG00000198945,L3MBTL3,1,258,train,L3MBTL3,1,874,train,True,1,L3MBTL3
ENSG00000151136,ABTB3,0,259,train,ABTB3,0,296,train,True,0,ABTB3
ENSG00000141219,MTNAP1,0,260,train,MTNAP1,0,519,train,True,0,MTNAP1
ENSG00000151320,AKAP6,1,261,train,AKAP6,1,1474,validation,True,1,AKAP6
ENSG00000145194,ECE2,1,262,train,ECE2,1,1583,test,True,1,ECE2
ENSG00000276950,GSTT4,0,263,train,GSTT4,0,569,train,True,0,GSTT4
ENSG00000196663,TECPR2,0,264,train,TECPR2,0,823,train,True,0,TECPR2
ENSG00000115020,PIKFYVE,0,265,train,PIKFYVE,0,747,train,True,0,PIKFYVE
ENSG00000198947,DMD,1,266,train,DMD,1,235,train,True,1,DMD
ENSG00000142327,RNPEPL1,0,267,train,RNPEPL1,0,1160,train,True,0,RNPEPL1
ENSG00000067177,PHKA1,0,268,train,PHKA1,0,260,train,True,0,PHKA1
ENSG00000167792,NDUFV1,1,269,train,NDUFV1,1,4,train,True,1,NDUFV1
ENSG00000020633,RUNX3,1,270,train,RUNX3,1,1521,validation,True,1,RUNX3
ENSG00000163633,C4orf36,0,271,train,C4orf36,0,1340,validation,True,0,C4orf36
ENSG00000197467,COL13A1,1,272,train,COL13A1,1,1392,validation,True,1,COL13A1
ENSG00000143126,CELSR2,1,273,train,CELSR2,1,791,train,True,1,CELSR2
ENSG00000197893,NRAP,0,274,train,NRAP,0,358,train,True,0,NRAP
ENSG00000069998,HDHD5,0,275,train,HDHD5,0,1325,validation,True,0,HDHD5
ENSG00000112773,TENT5A,0,276,train,TENT5A,0,744,train,True,0,TENT5A
ENSG00000169515,CCDC8,0,277,train,CCDC8,0,934,train,True,0,CCDC8
ENSG00000148655,LRMDA,1,278,train,LRMDA,1,1682,test,True,1,LRMDA
ENSG00000038219,BOD1L1,0,279,train,BOD1L1,0,225,train,True,0,BOD1L1
ENSG00000119977,TCTN3,0,280,train,TCTN3,0,357,train,True,0,TCTN3
ENSG00000137073,UBAP2,1,281,train,UBAP2,1,456,train,True,1,UBAP2
ENSG00000176853,FAM91A1,0,282,train,FAM91A1,0,991,train,True,0,FAM91A1
ENSG00000149295,DRD2,1,283,train,DRD2,1,1092,train,True,1,DRD2
ENSG00000198718,TOGARAM1,0,284,train,TOGARAM1,0,1761,test,True,0,TOGARAM1
ENSG00000157212,PAXIP1,0,285,train,PAXIP1,0,1552,test,True,0,PAXIP1
ENSG00000177144,NUDT4B,0,286,train,NUDT4B,0,1574,test,True,0,NUDT4B
ENSG00000170214,ADRA1B,1,287,train,ADRA1B,1,183,train,True,1,ADRA1B
ENSG00000205409,OR52E6,0,288,train,OR52E6,0,1777,test,True,0,OR52E6
ENSG00000158125,XDH,1,289,train,XDH,1,11,train,True,1,XDH
ENSG00000136122,BORA,0,290,train,BORA,0,1057,train,True,0,BORA
ENSG00000168056,LTBP3,1,291,train,LTBP3,1,1033,train,True,1,LTBP3
ENSG00000107443,CCNJ,0,292,train,CCNJ,0,681,train,True,0,CCNJ
ENSG00000218891,ZNF579,0,293,train,ZNF579,0,248,train,True,0,ZNF579
ENSG00000196504,PRPF40A,1,294,train,PRPF40A,1,1060,train,True,1,PRPF40A
ENSG00000161040,FBXL13,1,295,train,FBXL13,1,102,train,True,1,FBXL13
ENSG00000100167,SEPTIN3,0,296,train,SEPTIN3,0,394,train,True,0,SEPTIN3
ENSG00000070610,GBA2,1,297,train,GBA2,1,1212,train,True,1,GBA2
ENSG00000011275,RNF216,0,298,train,RNF216,0,460,train,True,0,RNF216
ENSG00000131477,RAMP2,1,299,train,RAMP2,1,1709,test,True,1,RAMP2
ENSG00000055163,CYFIP2,0,300,train,CYFIP2,0,764,train,True,0,CYFIP2
ENSG00000107679,PLEKHA1,1,301,train,PLEKHA1,1,1111,train,True,1,PLEKHA1
ENSG00000120278,PLEKHG1,1,302,train,PLEKHG1,1,693,train,True,1,PLEKHG1
ENSG00000196511,TPK1,0,303,train,TPK1,0,1640,test,True,0,TPK1
ENSG00000120690,ELF1,1,304,train,ELF1,1,679,train,True,1,ELF1
ENSG00000083817,ZNF416,0,305,train,ZNF416,0,1484,validation,True,0,ZNF416
ENSG00000229924,FAM90A26,0,306,train,FAM90A26,0,385,train,True,0,FAM90A26
ENSG00000177054,ZDHHC13,0,307,train,ZDHHC13,0,416,train,True,0,ZDHHC13
ENSG00000154415,PPP1R3A,1,308,train,PPP1R3A,1,738,train,True,1,PPP1R3A
ENSG00000101901,ALG13,0,309,train,ALG13,0,762,train,True,0,ALG13
ENSG00000112699,GMDS,1,310,train,GMDS,1,1606,test,True,1,GMDS
ENSG00000196628,TCF4,1,311,train,TCF4,1,1659,test,True,1,TCF4
ENSG00000100346,CACNA1I,0,312,train,CACNA1I,0,517,train,True,0,CACNA1I
ENSG00000101057,MYBL2,1,313,train,MYBL2,1,295,train,True,1,MYBL2
ENSG00000124783,SSR1,1,314,train,SSR1,1,1602,test,True,1,SSR1
ENSG00000064687,ABCA7,0,315,train,ABCA7,0,1497,validation,True,0,ABCA7
ENSG00000132205,EMILIN2,1,316,train,EMILIN2,1,740,train,True,1,EMILIN2
