target_id,target_symbol,target_name,association_score,positive_tier,label,label_name,label_source,label_rule,label_version,disease_id,disease_name
ENSG00000145996,CDKAL1,CDKAL1 threonylcarbamoyladenosine tRNA methylthiotransferase,0.6301224563431727,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000166136,NDUFB8,NADH:ubiquinone oxidoreductase subunit B8,0.6288540501591654,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000185002,RFX6,regulatory factor X6,0.6247057987125729,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000186010,NDUFA13,NADH:ubiquinone oxidoreductase subunit A13,0.618703076068161,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000186951,PPARA,peroxisome proliferator activated receptor alpha,0.6178173993845495,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000128609,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5,0.6174892005795394,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000165264,NDUFB6,NADH:ubiquinone oxidoreductase subunit B6,0.6168825853298671,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000198695,MT-ND6,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6,0.616156509035007,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000090266,NDUFB2,NADH:ubiquinone oxidoreductase subunit B2,0.6145451510601535,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000151366,NDUFC2,NADH:ubiquinone oxidoreductase subunit C2,0.613829473725224,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000004779,NDUFAB1,NADH:ubiquinone oxidoreductase subunit AB1,0.611704389560787,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000198763,MT-ND2,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2,0.6108872242568398,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000178057,NDUFAF3,NADH:ubiquinone oxidoreductase complex assembly factor 3,0.610673313096752,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000198886,MT-ND4,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4,0.6103398411310162,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000212907,MT-ND4L,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L,0.6096588677261778,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000130414,NDUFA10,NADH:ubiquinone oxidoreductase subunit A10,0.6094278803169999,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000198786,MT-ND5,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5,0.6093936596690952,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000125356,NDUFA1,NADH:ubiquinone oxidoreductase subunit A1,0.6091583950062923,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000131495,NDUFA2,NADH:ubiquinone oxidoreductase subunit A2,0.6089325406506516,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000023228,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,0.6089325406506516,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000198840,MT-ND3,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3,0.6088671499598877,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000184752,NDUFA12,NADH:ubiquinone oxidoreductase subunit A12,0.6082857759049534,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000099795,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7,0.6082806428514161,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000167792,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1,0.6082806428514161,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000189043,COXFA4,cytochrome c oxidase associated subunit FA4,0.6081933809412823,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000110717,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8,0.6081471834594466,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000174886,NDUFA11,NADH:ubiquinone oxidoreductase subunit A11,0.6080085910139399,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000184983,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,0.6080085910139399,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000137806,NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1,0.6080085910139399,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000140990,NDUFB10,NADH:ubiquinone oxidoreductase subunit B10,0.6080085910139399,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000065518,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4,0.6080085910139399,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000168653,NDUFS5,NADH:ubiquinone oxidoreductase subunit S5,0.6080085910139399,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000164182,NDUFAF2,NADH:ubiquinone oxidoreductase complex assembly factor 2,0.6079161960502687,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000158864,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2,0.6076390111592552,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000119013,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3,0.607546616195584,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000119421,NDUFA8,NADH:ubiquinone oxidoreductase subunit A8,0.6074542212319128,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000136521,NDUFB5,NADH:ubiquinone oxidoreductase subunit B5,0.6074542212319128,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000147684,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9,0.6074542212319128,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000115286,NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7,0.6074542212319128,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000185633,COXFA4L2,cytochrome c oxidase hypoxia associated subunit FA4L2,0.6070846413772282,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000170906,NDUFA3,NADH:ubiquinone oxidoreductase subunit A3,0.6070846413772282,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000267855,NDUFA7,NADH:ubiquinone oxidoreductase subunit A7,0.6070846413772282,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000139180,NDUFA9,NADH:ubiquinone oxidoreductase subunit A9,0.6070846413772282,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000123545,NDUFAF4,NADH:ubiquinone oxidoreductase complex assembly factor 4,0.6070846413772282,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000183648,NDUFB1,NADH:ubiquinone oxidoreductase subunit B1,0.6070846413772282,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000147123,NDUFB11,NADH:ubiquinone oxidoreductase subunit B11,0.6070846413772282,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000109390,NDUFC1,NADH:ubiquinone oxidoreductase subunit C1,0.6070846413772282,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000145494,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6,0.6070846413772282,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000178127,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2,0.6070846413772282,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000160194,NDUFV3,NADH:ubiquinone oxidoreductase subunit V3,0.6070846413772282,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000257335,MGAM,maltase-glucoamylase,0.6047196470893594,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000243480,AMY2A,amylase alpha 2A,0.5997984923419163,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000130203,APOE,apolipoprotein E,0.5924952601512928,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000171298,GAA,alpha glucosidase,0.5818377173123381,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000145730,PAM,peptidylglycine alpha-amidating monooxygenase,0.5754371880839976,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000182247,UBE2E2,ubiquitin conjugating enzyme E2 E2,0.5712073518044537,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000134640,MTNR1B,melatonin receptor 1B,0.571199212002098,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000090402,SI,sucrase-isomaltase,0.5693987967650281,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000257743,MGAM2,maltase-glucoamylase 2 (putative),0.5684447247380215,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000153814,JAZF1,JAZF zinc finger 1,0.5678865466186642,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000175445,LPL,lipoprotein lipase,0.5655588402561879,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000171435,KSR2,kinase suppressor of ras 2,0.5652714223322836,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000134443,GRP,gastrin releasing peptide,0.5648167305980163,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000168925,CTRB1,chymotrypsinogen B1,0.5643570576136395,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000139515,PDX1,pancreatic and duodenal homeobox 1,0.5611638814943927,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000144891,AGTR1,angiotensin II receptor type 1,0.5594339548587529,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000149948,HMGA2,high mobility group AT-hook 2,0.5589164032811953,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000168928,CTRB2,chymotrypsinogen B2,0.5588798034942782,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000133116,KL,klotho,0.5587488336100863,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000160867,FGFR4,fibroblast growth factor receptor 4,0.5583151726855395,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000073792,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2,0.5578368147774324,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000166035,LIPC,"lipase C, hepatic type",0.5574199764348928,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000154122,ANKH,ANKH inorganic pyrophosphate transport regulator,0.5537890199191281,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000172575,RASGRP1,RAS guanyl releasing protein 1,0.552572485135312,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000115290,GRB14,growth factor receptor bound protein 14,0.5520420897263872,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000151623,NR3C2,nuclear receptor subfamily 3 group C member 2,0.5507703839589632,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000117707,PROX1,prospero homeobox 1,0.5498679917457073,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000198369,SPRED2,sprouty related EVH1 domain containing 2,0.5459600970318319,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000196781,TLE1,"TLE family member 1, transcriptional corepressor",0.5445058128402233,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
ENSG00000100344,PNPLA3,"patatin like domain 3, 1-acylglycerol-3-phosphate O-acyltransferase ",0.5440304726112345,Tier_A_high_confidence_ge_0.50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,MONDO_0005148,type 2 diabetes mellitus
